Time	Temperature	Humidity
[Red - 1/1]	°C	%RH
2021-07-08 06:30:00	18,90	86,19
2021-07-08 06:40:00	19,20	85,32
2021-07-08 06:50:00	19,44	84,45
2021-07-08 07:00:00	19,53	83,58
2021-07-08 07:10:00	19,92	83,00
2021-07-08 07:20:00	20,19	81,84
2021-07-08 07:30:00	20,23	80,68
2021-07-08 07:40:00	20,17	81,26
2021-07-08 07:50:00	20,22	80,39
2021-07-08 08:00:00	20,66	77,49
2021-07-08 08:10:00	20,83	77,20
2021-07-08 08:20:00	20,98	76,62
2021-07-08 08:30:00	21,80	65,91
2021-07-08 08:40:00	22,50	63,98
2021-07-08 08:50:00	22,85	57,65
2021-07-08 09:00:00	23,79	57,12
2021-07-08 09:10:00	24,54	51,33
2021-07-08 09:20:00	24,68	50,54
2021-07-08 09:30:00	25,09	50,28
2021-07-08 09:40:00	24,84	45,02
2021-07-08 09:50:00	24,83	45,54
2021-07-08 10:00:00	25,22	42,26
2021-07-08 10:10:00	25,39	46,86
2021-07-08 10:20:00	25,28	47,12
2021-07-08 10:30:00	25,59	44,00
2021-07-08 10:40:00	25,56	41,26
2021-07-08 10:50:00	25,48	45,28
2021-07-08 11:00:00	25,63	39,01
2021-07-08 11:10:00	25,50	41,51
2021-07-08 11:20:00	25,62	37,51
2021-07-08 11:30:00	25,40	38,76
2021-07-08 11:40:00	25,62	35,77
2021-07-08 11:50:00	25,48	37,01
2021-07-08 12:00:00	25,60	36,27
2021-07-08 12:10:00	25,61	35,27
2021-07-08 12:20:00	25,46	37,51
2021-07-08 12:30:00	25,33	38,51
2021-07-08 12:40:00	25,46	35,52
2021-07-08 12:50:00	25,54	36,27
2021-07-08 13:00:00	25,11	38,76
2021-07-08 13:10:00	24,69	39,51
2021-07-08 13:20:00	24,52	38,01
2021-07-08 13:30:00	24,52	41,76
2021-07-08 13:40:00	24,41	41,76
2021-07-08 13:50:00	24,34	40,51
2021-07-08 14:00:00	24,36	40,01
2021-07-08 14:10:00	24,34	40,76
2021-07-08 14:20:00	24,43	41,76
2021-07-08 14:30:00	24,49	42,01
2021-07-08 14:40:00	24,43	42,01
2021-07-08 14:50:00	24,36	43,01
2021-07-08 15:00:00	24,17	44,25
2021-07-08 15:10:00	24,04	44,25
2021-07-08 15:20:00	24,08	46,60
2021-07-08 15:30:00	23,92	46,86
