,Ta,RH
2021-06-30 00:00:00,14.85,90.2
2021-06-30 00:10:00,14.81,90.48
2021-06-30 00:20:00,14.82,90.2
2021-06-30 00:30:00,14.88,89.63
2021-06-30 00:40:00,14.86,89.63
2021-06-30 00:50:00,14.81,89.91
2021-06-30 01:00:00,14.71,89.63
2021-06-30 01:10:00,14.53,89.34
2021-06-30 01:20:00,14.34,90.2
2021-06-30 01:30:00,14.21,90.48
2021-06-30 01:40:00,14.15,90.77
2021-06-30 01:50:00,14.1,90.77
2021-06-30 02:00:00,14.01,91.05
2021-06-30 02:10:00,13.92,91.34
2021-06-30 02:20:00,13.83,91.62
2021-06-30 02:30:00,13.76,91.62
2021-06-30 02:40:00,13.7,92.2
2021-06-30 02:50:00,13.65,92.2
2021-06-30 03:00:00,13.64,92.2
2021-06-30 03:10:00,13.66,92.2
2021-06-30 03:20:00,13.7,92.2
2021-06-30 03:30:00,13.76,92.2
2021-06-30 03:40:00,13.74,91.91
2021-06-30 03:50:00,13.71,91.91
2021-06-30 04:00:00,13.68,91.62
2021-06-30 04:10:00,13.67,91.62
2021-06-30 04:20:00,13.64,91.62
2021-06-30 04:30:00,13.66,91.62
2021-06-30 04:40:00,13.72,91.34
2021-06-30 04:50:00,13.75,90.48
2021-06-30 05:00:00,13.73,90.77
2021-06-30 05:10:00,13.69,90.77
2021-06-30 05:20:00,13.7,90.77
2021-06-30 05:30:00,13.73,90.77
2021-06-30 05:40:00,13.8,90.48
2021-06-30 05:50:00,13.82,90.2
2021-06-30 06:00:00,13.9,90.2
2021-06-30 06:10:00,14.03,89.91
2021-06-30 06:20:00,14.18,88.48
2021-06-30 06:30:00,14.32,87.63
2021-06-30 06:40:00,14.51,86.77
2021-06-30 06:50:00,14.64,85.91
2021-06-30 07:00:00,14.83,83.43
2021-06-30 07:10:00,15.2,79.32
2021-06-30 07:20:00,15.78,74.39
2021-06-30 07:30:00,16.14,73.02
2021-06-30 07:40:00,16.49,72.74
2021-06-30 07:50:00,16.82,71.12
2021-06-30 08:00:00,17.04,71.65
2021-06-30 08:10:00,17.39,71.92
2021-06-30 08:20:00,17.74,70.59
2021-06-30 08:30:00,17.9,71.65
2021-06-30 08:40:00,17.97,72.47
2021-06-30 08:50:00,18.08,73.02
2021-06-30 09:00:00,18.31,71.65
2021-06-30 09:10:00,18.45,71.38
2021-06-30 09:20:00,18.5,70.85
2021-06-30 09:30:00,18.71,70.85
