TIMESTAMP,Ta,RH
2021-06-28 10:00:00,39.8,83.6
2021-06-28 10:10:00,40.09,81.39
2021-06-28 10:20:00,40.54,82.22
2021-06-28 10:30:00,41.0,76.96000000000001
2021-06-28 10:40:00,41.44,75.38
2021-06-28 10:50:00,41.81,75.12
2021-06-28 11:00:00,42.379999999999995,77.50999999999999
2021-06-28 11:10:00,43.28,74.33
2021-06-28 11:20:00,43.980000000000004,68.27000000000001
2021-06-28 11:30:00,44.4,66.69
2021-06-28 11:40:00,44.65,66.69
2021-06-28 11:50:00,44.75,67.22
2021-06-28 12:00:00,44.730000000000004,66.69
2021-06-28 12:10:00,44.67,66.96000000000001
2021-06-28 12:20:00,44.75,64.32
2021-06-28 12:30:00,44.879999999999995,65.64
2021-06-28 12:40:00,45.07,62.29
2021-06-28 12:50:00,45.31,64.85
2021-06-28 13:00:00,42.44,69.06
2021-06-28 13:10:00,41.260000000000005,73.8
2021-06-28 13:20:00,40.28,74.85
2021-06-28 13:30:00,39.8,76.17
2021-06-28 13:40:00,39.82,76.17
2021-06-28 13:50:00,40.120000000000005,75.38
2021-06-28 14:00:00,39.82,77.50999999999999
2021-06-28 14:10:00,39.239999999999995,78.89
2021-06-28 14:20:00,39.4,78.62
2021-06-28 14:30:00,39.28,78.89
2021-06-28 14:40:00,39.22,78.34
2021-06-28 14:50:00,39.11,80.28
2021-06-28 15:00:00,39.120000000000005,80.28
2021-06-28 15:10:00,39.43,80.28
2021-06-28 15:20:00,39.35,81.66
2021-06-28 15:30:00,39.379999999999995,81.11
2021-06-28 15:40:00,39.39,81.39
2021-06-28 15:50:00,39.42,82.49000000000001
2021-06-28 16:00:00,39.629999999999995,81.39
2021-06-28 16:10:00,39.57,81.11
2021-06-28 16:20:00,39.47,81.94
2021-06-28 16:30:00,39.34,82.49000000000001
2021-06-28 16:40:00,39.28,81.94
2021-06-28 16:50:00,39.68,79.45
2021-06-28 17:00:00,39.95,79.45
2021-06-28 17:10:00,39.78,81.11
2021-06-28 17:20:00,39.620000000000005,80.56
2021-06-28 17:30:00,39.239999999999995,81.94
2021-06-28 17:40:00,38.81,84.16
2021-06-28 17:50:00,38.71,80.83
2021-06-28 18:00:00,38.6,81.11
2021-06-28 18:10:00,38.39,83.6
2021-06-28 18:20:00,38.230000000000004,86.1
2021-06-28 18:30:00,38.07,88.31
2021-06-28 18:40:00,37.61,92.82
2021-06-28 18:50:00,37.41,93.98
2021-06-28 19:00:00,37.36,91.95
2021-06-28 19:10:00,37.41,91.95
2021-06-28 19:20:00,37.370000000000005,94.56
2021-06-28 19:30:00,36.8,97.47
2021-06-28 19:40:00,36.269999999999996,99.51
2021-06-28 19:50:00,35.84,101.54
2021-06-28 20:00:00,35.53,102.41
2021-06-28 20:10:00,35.22,104.16
2021-06-28 20:20:00,34.95,105.03
2021-06-28 20:30:00,34.7,106.2
2021-06-28 20:40:00,34.5,106.81
2021-06-28 20:50:00,34.42,107.42
2021-06-28 21:00:00,34.33,107.42
2021-06-28 21:10:00,34.2,108.02
2021-06-28 21:20:00,34.08,108.33
2021-06-28 21:30:00,33.97,108.94
2021-06-28 21:40:00,33.87,109.55
2021-06-28 21:50:00,33.75,109.85
2021-06-28 22:00:00,33.57,110.76
2021-06-28 22:10:00,33.44,111.37
2021-06-28 22:20:00,33.37,111.68
2021-06-28 22:30:00,33.34,111.68
2021-06-28 22:40:00,33.230000000000004,111.98
2021-06-28 22:50:00,33.33,111.68
2021-06-28 23:00:00,33.44,111.07
2021-06-28 23:10:00,33.57,110.46
2021-06-28 23:20:00,33.64,110.46
2021-06-28 23:30:00,33.69,109.85
2021-06-28 23:40:00,33.72,109.55
2021-06-28 23:50:00,33.78,109.55
2021-06-29 00:00:00,33.85,108.94
2021-06-29 00:10:00,33.81,109.24
2021-06-29 00:20:00,33.71,110.16
2021-06-29 00:30:00,33.63,110.46
2021-06-29 00:40:00,33.71,110.16
2021-06-29 00:50:00,33.81,109.55
2021-06-29 01:00:00,33.89,108.63
2021-06-29 01:10:00,33.93,108.63
2021-06-29 01:20:00,33.95,108.02
2021-06-29 01:30:00,34.07,107.72
2021-06-29 01:40:00,34.08,107.42
2021-06-29 01:50:00,34.12,106.5
2021-06-29 02:00:00,34.13,105.9
2021-06-29 02:10:00,34.09,105.61
2021-06-29 02:20:00,34.03,104.45
2021-06-29 02:30:00,33.94,104.74
2021-06-29 02:40:00,33.84,104.45
2021-06-29 02:50:00,33.67,104.45
2021-06-29 03:00:00,33.42,104.74
2021-06-29 03:10:00,33.19,105.61
2021-06-29 03:20:00,33.019999999999996,106.2
2021-06-29 03:30:00,32.97,106.81
2021-06-29 03:40:00,32.96,107.42
2021-06-29 03:50:00,32.94,107.72
2021-06-29 04:00:00,32.88,107.72
2021-06-29 04:10:00,32.82,108.02
2021-06-29 04:20:00,32.78,108.63
2021-06-29 04:30:00,32.82,108.63
2021-06-29 04:40:00,32.89,108.63
2021-06-29 04:50:00,33.03,108.33
2021-06-29 05:00:00,33.19,107.72
2021-06-29 05:10:00,33.35,107.11
2021-06-29 05:20:00,33.58,105.9
2021-06-29 05:30:00,34.58,99.8
2021-06-29 05:40:00,35.43,96.31
2021-06-29 05:50:00,35.71,95.44
2021-06-29 06:00:00,35.05,98.05
2021-06-29 06:10:00,35.05,96.6
2021-06-29 06:20:00,34.99,96.89
2021-06-29 06:30:00,34.86,98.05
2021-06-29 06:40:00,34.6,98.05
2021-06-29 06:50:00,34.54,96.6
2021-06-29 07:00:00,34.57,98.63
2021-06-29 07:10:00,34.68,97.76
2021-06-29 07:20:00,34.72,97.76
2021-06-29 07:30:00,34.79,96.6
2021-06-29 07:40:00,34.89,95.44
2021-06-29 07:50:00,35.019999999999996,94.56
2021-06-29 08:00:00,35.230000000000004,93.11
2021-06-29 08:10:00,35.370000000000005,91.37
2021-06-29 08:20:00,35.59,91.66
2021-06-29 08:30:00,35.769999999999996,91.66
2021-06-29 08:40:00,36.4,88.03
2021-06-29 08:50:00,37.09,86.1
2021-06-29 09:00:00,37.31,85.82
2021-06-29 09:10:00,37.07,86.93
2021-06-29 09:20:00,37.239999999999995,85.54
2021-06-29 09:30:00,37.5,85.54
2021-06-29 09:40:00,37.81,82.22
2021-06-29 09:50:00,37.9,78.06
2021-06-29 10:00:00,38.3,74.85
2021-06-29 10:10:00,38.379999999999995,74.85
2021-06-29 10:20:00,38.82,75.64
2021-06-29 10:30:00,39.11,76.96000000000001
2021-06-29 10:40:00,38.78,79.72999999999999
2021-06-29 10:50:00,38.21,81.39
2021-06-29 11:00:00,38.22,82.49000000000001
2021-06-29 11:10:00,38.81,78.34
2021-06-29 11:20:00,38.730000000000004,74.06
2021-06-29 11:30:00,38.46,77.22999999999999
2021-06-29 11:40:00,38.269999999999996,80.83
2021-06-29 11:50:00,38.57,80.83
2021-06-29 12:00:00,38.89,75.64
2021-06-29 12:10:00,39.16,79.72999999999999
2021-06-29 12:20:00,39.760000000000005,76.43
2021-06-29 12:30:00,39.54,77.78999999999999
2021-06-29 12:40:00,39.44,78.62
2021-06-29 12:50:00,38.879999999999995,81.11
2021-06-29 13:00:00,38.82,80.0
2021-06-29 13:10:00,38.41,80.56
2021-06-29 13:20:00,38.44,80.28
2021-06-29 13:30:00,38.45,79.17
2021-06-29 13:40:00,38.42,76.43
2021-06-29 13:50:00,38.61,75.12
2021-06-29 14:00:00,38.879999999999995,73.8
2021-06-29 14:10:00,38.86,70.12
2021-06-29 14:20:00,38.75,71.69
2021-06-29 14:30:00,38.730000000000004,76.17
2021-06-29 14:40:00,38.75,78.06
2021-06-29 14:50:00,39.11,73.8
2021-06-29 15:00:00,39.269999999999996,71.96000000000001
2021-06-29 15:10:00,39.17,70.64
2021-06-29 15:20:00,38.82,71.43
2021-06-29 15:30:00,38.769999999999996,73.53999999999999
2021-06-29 15:40:00,38.91,73.27000000000001
2021-06-29 15:50:00,38.93,68.8
2021-06-29 16:00:00,38.769999999999996,70.64
2021-06-29 16:10:00,38.61,71.17
2021-06-29 16:20:00,38.71,75.64
2021-06-29 16:30:00,38.56,77.22999999999999
2021-06-29 16:40:00,38.44,78.06
2021-06-29 16:50:00,38.31,79.17
2021-06-29 17:00:00,38.18,80.56
2021-06-29 17:10:00,38.08,81.66
2021-06-29 17:20:00,37.870000000000005,83.6
2021-06-29 17:30:00,37.760000000000005,84.16
2021-06-29 17:40:00,37.66,85.82
2021-06-29 17:50:00,37.64,86.1
