,Ta,RH
2021-06-30 00:00:00,15.21,90.07
2021-06-30 00:10:00,15.21,89.77
2021-06-30 00:20:00,15.19,89.48
2021-06-30 00:30:00,15.14,89.77
2021-06-30 00:40:00,15.04,90.07
2021-06-30 00:50:00,14.84,90.65
2021-06-30 01:00:00,14.54,90.95
2021-06-30 01:10:00,14.22,91.83
2021-06-30 01:20:00,14.01,92.41
2021-06-30 01:30:00,13.92,92.71
2021-06-30 01:40:00,13.86,92.71
2021-06-30 01:50:00,13.84,92.71
2021-06-30 02:00:00,13.83,93.0
2021-06-30 02:10:00,13.81,93.29
2021-06-30 02:20:00,13.73,93.59
2021-06-30 02:30:00,13.7,93.59
2021-06-30 02:40:00,13.68,93.88
2021-06-30 02:50:00,13.65,94.17
2021-06-30 03:00:00,13.68,94.17
2021-06-30 03:10:00,13.73,94.17
2021-06-30 03:20:00,13.78,93.59
2021-06-30 03:30:00,13.8,93.29
2021-06-30 03:40:00,13.81,93.0
2021-06-30 03:50:00,13.77,92.41
2021-06-30 04:00:00,13.75,92.41
2021-06-30 04:10:00,13.72,92.71
2021-06-30 04:20:00,13.74,92.41
2021-06-30 04:30:00,13.82,92.41
2021-06-30 04:40:00,13.89,92.41
2021-06-30 04:50:00,13.89,91.83
2021-06-30 05:00:00,13.8,92.12
2021-06-30 05:10:00,13.74,92.41
2021-06-30 05:20:00,13.7,92.41
2021-06-30 05:30:00,13.68,92.41
2021-06-30 05:40:00,13.8,92.12
2021-06-30 05:50:00,13.95,91.24
2021-06-30 06:00:00,14.07,90.95
2021-06-30 06:10:00,14.18,90.07
2021-06-30 06:20:00,14.33,88.6
2021-06-30 06:30:00,14.42,88.01
2021-06-30 06:40:00,14.5,86.01
2021-06-30 06:50:00,14.61,85.16
2021-06-30 07:00:00,14.71,84.03
2021-06-30 07:10:00,14.88,81.77
2021-06-30 07:20:00,15.25,79.23
2021-06-30 07:30:00,15.54,78.38
2021-06-30 07:40:00,15.99,75.28
2021-06-30 07:50:00,16.43,74.15
2021-06-30 08:00:00,16.85,72.47
2021-06-30 08:10:00,17.24,73.02
2021-06-30 08:20:00,17.53,72.47
2021-06-30 08:30:00,17.6,73.58
2021-06-30 08:40:00,17.7,73.3
2021-06-30 08:50:00,17.84,73.3
2021-06-30 09:00:00,18.1,72.74
2021-06-30 09:10:00,18.32,73.02
2021-06-30 09:20:00,18.47,72.2
2021-06-30 09:30:00,18.72,71.38
2021-06-30 09:40:00,19.08,70.3
2021-06-30 09:50:00,19.35,68.67
2021-06-30 10:00:00,19.58,68.4
2021-06-30 10:10:00,19.77,68.13
2021-06-30 10:20:00,20.13,65.68
2021-06-30 10:30:00,20.63,64.6
2021-06-30 10:40:00,20.97,61.89
2021-06-30 10:50:00,21.42,59.44
2021-06-30 11:00:00,21.62,60.26
2021-06-30 11:10:00,22.04,60.53
2021-06-30 11:20:00,21.84,60.8
2021-06-30 11:30:00,21.52,61.07
2021-06-30 11:40:00,21.41,60.8
2021-06-30 11:50:00,21.65,58.64
2021-06-30 12:00:00,21.92,58.12
2021-06-30 12:10:00,22.14,57.6
2021-06-30 12:20:00,22.58,55.52
2021-06-30 12:30:00,22.26,57.6
2021-06-30 12:40:00,22.34,56.3
2021-06-30 12:50:00,22.57,55.78
2021-06-30 13:00:00,22.52,56.04
2021-06-30 13:10:00,22.3,57.6
2021-06-30 13:20:00,22.43,57.6
2021-06-30 13:30:00,22.47,57.86
2021-06-30 13:40:00,22.43,56.82
2021-06-30 13:50:00,22.61,56.56
2021-06-30 14:00:00,22.33,56.56
2021-06-30 14:10:00,22.36,56.82
2021-06-30 14:20:00,21.95,58.12
2021-06-30 14:30:00,21.56,60.8
2021-06-30 14:40:00,21.31,59.99
2021-06-30 14:50:00,21.52,59.71
2021-06-30 15:00:00,21.1,61.34
2021-06-30 15:10:00,21.24,59.71
2021-06-30 15:20:00,20.83,61.34
2021-06-30 15:30:00,21.18,60.26
2021-06-30 15:40:00,21.29,59.71
2021-06-30 15:50:00,21.13,60.53
2021-06-30 16:00:00,20.9,62.16
2021-06-30 16:10:00,20.64,61.89
2021-06-30 16:20:00,20.7,62.16
2021-06-30 16:30:00,20.86,62.16
2021-06-30 16:40:00,20.54,64.06
2021-06-30 16:50:00,20.57,61.89
2021-06-30 17:00:00,20.78,61.34
2021-06-30 17:10:00,20.67,61.89
2021-06-30 17:20:00,20.64,62.43
2021-06-30 17:30:00,20.4,63.51
2021-06-30 17:40:00,20.21,63.78
2021-06-30 17:50:00,20.07,64.06
2021-06-30 18:00:00,20.02,64.33
2021-06-30 18:10:00,20.02,63.78
2021-06-30 18:20:00,19.91,63.51
2021-06-30 18:30:00,19.89,64.06
2021-06-30 18:40:00,19.71,64.6
2021-06-30 18:50:00,19.79,64.87
2021-06-30 19:00:00,19.72,65.14
2021-06-30 19:10:00,19.85,64.6
2021-06-30 19:20:00,19.84,64.6
2021-06-30 19:30:00,19.77,65.14
