,Ta,RH
2021-06-30 00:00:00,14.61,93.13
2021-06-30 00:10:00,14.49,93.74
2021-06-30 00:20:00,14.36,94.04
2021-06-30 00:30:00,14.19,95.56
2021-06-30 00:40:00,14.04,95.87
2021-06-30 00:50:00,13.95,96.17
2021-06-30 01:00:00,13.84,96.17
2021-06-30 01:10:00,13.72,96.17
2021-06-30 01:20:00,13.6,96.47
2021-06-30 01:30:00,13.48,96.78
2021-06-30 01:40:00,13.39,97.08
2021-06-30 01:50:00,13.37,97.08
2021-06-30 02:00:00,13.31,97.69
2021-06-30 02:10:00,13.28,97.39
2021-06-30 02:20:00,13.26,97.69
2021-06-30 02:30:00,13.26,97.69
2021-06-30 02:40:00,13.25,97.39
2021-06-30 02:50:00,13.26,97.39
2021-06-30 03:00:00,13.27,97.39
2021-06-30 03:10:00,13.25,97.39
2021-06-30 03:20:00,13.26,97.39
2021-06-30 03:30:00,13.29,97.39
2021-06-30 03:40:00,13.24,97.39
2021-06-30 03:50:00,13.12,97.69
2021-06-30 04:00:00,13.03,97.69
2021-06-30 04:10:00,12.96,98.3
2021-06-30 04:20:00,12.93,97.99
2021-06-30 04:30:00,12.9,97.99
2021-06-30 04:40:00,12.85,98.3
2021-06-30 04:50:00,12.8,98.3
2021-06-30 05:00:00,12.78,98.3
2021-06-30 05:10:00,12.68,97.99
2021-06-30 05:20:00,12.72,98.3
2021-06-30 05:30:00,12.85,97.99
2021-06-30 05:40:00,13.05,97.08
2021-06-30 05:50:00,13.21,97.08
2021-06-30 06:00:00,13.38,95.87
2021-06-30 06:10:00,13.58,94.96
2021-06-30 06:20:00,13.74,93.74
2021-06-30 06:30:00,13.93,91.92
2021-06-30 06:40:00,14.12,90.4
2021-06-30 06:50:00,14.4,88.88
2021-06-30 07:00:00,14.83,83.59
2021-06-30 07:10:00,15.34,81.27
2021-06-30 07:20:00,15.91,78.94
2021-06-30 07:30:00,16.19,78.07
2021-06-30 07:40:00,16.5,77.2
2021-06-30 07:50:00,16.82,75.74
2021-06-30 08:00:00,17.23,75.16
2021-06-30 08:10:00,17.52,74.87
2021-06-30 08:20:00,17.82,75.45
2021-06-30 08:30:00,17.97,76.03
2021-06-30 08:40:00,18.16,76.32
2021-06-30 08:50:00,18.37,75.74
2021-06-30 09:00:00,18.71,73.13
2021-06-30 09:10:00,18.84,71.99
2021-06-30 09:20:00,18.9,70.88
2021-06-30 09:30:00,19.14,70.05
2021-06-30 09:40:00,19.46,68.66
2021-06-30 09:50:00,19.96,67.55
2021-06-30 10:00:00,20.26,67.28
2021-06-30 10:10:00,20.6,63.94
2021-06-30 10:20:00,20.82,63.11
2021-06-30 10:30:00,21.12,62.0
2021-06-30 10:40:00,21.34,60.89
2021-06-30 10:50:00,21.67,60.06
2021-06-30 11:00:00,22.02,57.87
2021-06-30 11:10:00,22.51,57.07
2021-06-30 11:20:00,23.1,53.37
2021-06-30 11:30:00,23.39,55.48
2021-06-30 11:40:00,22.5,58.39
2021-06-30 11:50:00,22.2,60.34
2021-06-30 12:00:00,22.04,61.17
2021-06-30 12:10:00,21.86,62.83
2021-06-30 12:20:00,22.03,60.61
2021-06-30 12:30:00,22.27,57.87
2021-06-30 12:40:00,22.23,60.06
2021-06-30 12:50:00,22.2,60.89
2021-06-30 13:00:00,22.37,60.61
2021-06-30 13:10:00,22.19,60.06
2021-06-30 13:20:00,22.27,59.5
2021-06-30 13:30:00,21.99,60.34
2021-06-30 13:40:00,21.83,60.34
2021-06-30 13:50:00,21.74,60.06
2021-06-30 14:00:00,21.87,59.78
2021-06-30 14:10:00,21.94,60.34
2021-06-30 14:20:00,21.84,59.78
2021-06-30 14:30:00,21.71,60.61
2021-06-30 14:40:00,21.41,60.89
2021-06-30 14:50:00,21.42,60.34
2021-06-30 15:00:00,20.87,63.11
2021-06-30 15:10:00,21.04,61.17
2021-06-30 15:20:00,21.17,61.45
2021-06-30 15:30:00,21.48,59.78
2021-06-30 15:40:00,21.31,59.78
2021-06-30 15:50:00,21.21,59.22
2021-06-30 16:00:00,21.21,59.78
2021-06-30 16:10:00,21.31,60.61
2021-06-30 16:20:00,21.03,62.28
2021-06-30 16:30:00,20.86,63.94
2021-06-30 16:40:00,20.71,63.39
2021-06-30 16:50:00,20.45,64.22
2021-06-30 17:00:00,20.33,64.22
2021-06-30 17:10:00,20.25,64.78
2021-06-30 17:20:00,20.16,65.05
2021-06-30 17:30:00,20.22,64.22
2021-06-30 17:40:00,20.1,64.22
2021-06-30 17:50:00,20.3,63.94
2021-06-30 18:00:00,20.43,63.39
2021-06-30 18:10:00,20.06,65.05
2021-06-30 18:20:00,19.96,65.05
2021-06-30 18:30:00,19.88,65.61
2021-06-30 18:40:00,19.81,66.17
2021-06-30 18:50:00,19.72,66.72
2021-06-30 19:00:00,19.78,66.72
2021-06-30 19:10:00,19.77,66.44
2021-06-30 19:20:00,19.7,67.0
2021-06-30 19:30:00,19.69,66.72
2021-06-30 19:40:00,19.73,66.44
2021-06-30 19:50:00,19.61,67.0
2021-06-30 20:00:00,19.48,67.28
2021-06-30 20:10:00,19.38,67.28
2021-06-30 20:20:00,19.27,68.11
2021-06-30 20:30:00,19.14,68.94
2021-06-30 20:40:00,19.0,69.77
2021-06-30 20:50:00,18.86,70.61
2021-06-30 21:00:00,18.7,71.44
