,Ta,RH
2021-06-30 13:50:00,21.76,57.99
2021-06-30 14:00:00,21.71,58.25
2021-06-30 14:10:00,21.55,60.1
2021-06-30 14:20:00,21.35,59.05
2021-06-30 14:30:00,21.4,59.84
2021-06-30 14:40:00,21.23,59.31
2021-06-30 14:50:00,21.09,60.37
2021-06-30 15:00:00,21.21,59.31
2021-06-30 15:10:00,21.05,60.37
2021-06-30 15:20:00,21.22,58.25
2021-06-30 15:30:00,21.3,58.78
2021-06-30 15:40:00,21.11,57.73
2021-06-30 15:50:00,20.86,59.05
2021-06-30 16:00:00,20.67,59.57
2021-06-30 16:10:00,20.85,59.31
2021-06-30 16:20:00,20.88,60.1
2021-06-30 16:30:00,20.89,61.42
2021-06-30 16:40:00,20.63,61.68
2021-06-30 16:50:00,20.46,61.68
2021-06-30 17:00:00,20.27,61.68
2021-06-30 17:10:00,20.13,62.48
2021-06-30 17:20:00,20.16,63.0
2021-06-30 17:30:00,20.24,61.42
2021-06-30 17:40:00,20.25,61.68
2021-06-30 17:50:00,20.14,61.16
2021-06-30 18:00:00,20.13,62.21
2021-06-30 18:10:00,20.0,62.48
2021-06-30 18:20:00,19.96,62.48
2021-06-30 18:30:00,20.02,62.21
2021-06-30 18:40:00,20.06,62.21
2021-06-30 18:50:00,20.02,63.0
2021-06-30 19:00:00,19.86,64.06
2021-06-30 19:10:00,19.86,63.8
2021-06-30 19:20:00,19.86,64.06
2021-06-30 19:30:00,19.8,63.27
2021-06-30 19:40:00,19.86,63.27
2021-06-30 19:50:00,19.7,64.32
2021-06-30 20:00:00,19.6,64.59
2021-06-30 20:10:00,19.57,64.59
2021-06-30 20:20:00,19.55,64.85
2021-06-30 20:30:00,19.44,65.64
2021-06-30 20:40:00,19.27,66.44
2021-06-30 20:50:00,19.13,67.23
2021-06-30 21:00:00,18.99,67.49
2021-06-30 21:10:00,18.86,67.49
2021-06-30 21:20:00,18.7,67.76
2021-06-30 21:30:00,18.54,68.28
2021-06-30 21:40:00,18.4,68.81
2021-06-30 21:50:00,18.28,69.08
2021-06-30 22:00:00,18.21,69.6
2021-06-30 22:10:00,18.11,70.13
2021-06-30 22:20:00,17.98,70.92
2021-06-30 22:30:00,17.88,71.19
2021-06-30 22:40:00,17.85,70.92
2021-06-30 22:50:00,17.82,70.92
2021-06-30 23:00:00,17.74,71.46
2021-06-30 23:10:00,17.55,73.11
2021-06-30 23:20:00,17.42,73.39
2021-06-30 23:30:00,17.28,74.22
2021-06-30 23:40:00,17.14,74.77
2021-06-30 23:50:00,17.01,75.6
2021-07-01 00:00:00,16.82,76.42
2021-07-01 00:10:00,16.75,76.7
2021-07-01 00:20:00,16.79,76.7
2021-07-01 00:30:00,16.95,75.04
2021-07-01 00:40:00,17.13,73.39
2021-07-01 00:50:00,17.13,72.84
2021-07-01 01:00:00,16.98,73.39
2021-07-01 01:10:00,16.76,74.77
2021-07-01 01:20:00,16.5,75.04
2021-07-01 01:30:00,16.33,75.32
2021-07-01 01:40:00,16.18,75.04
2021-07-01 01:50:00,16.02,75.6
2021-07-01 02:00:00,15.88,75.87
2021-07-01 02:10:00,15.73,76.7
2021-07-01 02:20:00,15.58,76.7
2021-07-01 02:30:00,15.44,76.42
2021-07-01 02:40:00,15.36,75.87
2021-07-01 02:50:00,15.28,75.32
2021-07-01 03:00:00,15.21,74.77
2021-07-01 03:10:00,15.13,74.22
2021-07-01 03:20:00,15.05,73.66
2021-07-01 03:30:00,15.0,73.11
2021-07-01 03:40:00,14.93,72.01
2021-07-01 03:50:00,14.89,72.01
2021-07-01 04:00:00,14.87,72.29
2021-07-01 04:10:00,14.9,71.73
2021-07-01 04:20:00,14.95,70.92
2021-07-01 04:30:00,15.04,70.13
2021-07-01 04:40:00,15.11,69.34
2021-07-01 04:50:00,15.2,68.28
2021-07-01 05:00:00,15.34,67.23
2021-07-01 05:10:00,15.4,66.7
2021-07-01 05:20:00,15.48,65.12
2021-07-01 05:30:00,15.67,64.06
2021-07-01 05:40:00,15.81,62.48
2021-07-01 05:50:00,15.9,62.48
2021-07-01 06:00:00,15.88,63.53
2021-07-01 06:10:00,15.83,63.8
2021-07-01 06:20:00,15.82,64.06
2021-07-01 06:30:00,15.68,65.12
2021-07-01 06:40:00,15.51,66.17
2021-07-01 06:50:00,15.95,64.06
2021-07-01 07:00:00,16.55,62.74
2021-07-01 07:10:00,17.2,59.05
2021-07-01 07:20:00,17.45,58.78
2021-07-01 07:30:00,17.45,58.78
2021-07-01 07:40:00,17.51,58.78
2021-07-01 07:50:00,17.88,56.97
2021-07-01 08:00:00,18.26,55.71
2021-07-01 08:10:00,18.21,56.47
2021-07-01 08:20:00,18.17,56.47
2021-07-01 08:30:00,18.42,55.46
2021-07-01 08:40:00,18.46,54.96
2021-07-01 08:50:00,18.6,54.7
2021-07-01 09:00:00,18.85,53.95
2021-07-01 09:10:00,19.37,53.19
2021-07-01 09:20:00,19.63,52.69
2021-07-01 09:30:00,19.5,52.43
2021-07-01 09:40:00,19.43,53.19
2021-07-01 09:50:00,19.4,53.95
2021-07-01 10:00:00,19.35,54.2
2021-07-01 10:10:00,18.83,56.47
2021-07-01 10:20:00,18.5,60.37
2021-07-01 10:30:00,17.98,63.27
2021-07-01 10:40:00,17.4,69.87
2021-07-01 10:50:00,17.12,66.7
2021-07-01 11:00:00,17.54,63.27
2021-07-01 11:10:00,17.87,61.95
2021-07-01 11:20:00,18.04,62.48
2021-07-01 11:30:00,18.0,62.48
2021-07-01 11:40:00,17.74,63.27
2021-07-01 11:50:00,17.47,63.27
2021-07-01 12:00:00,17.39,63.27
2021-07-01 12:10:00,17.27,63.53
2021-07-01 12:20:00,17.54,61.95
2021-07-01 12:30:00,17.73,62.21
2021-07-01 12:40:00,17.31,64.06
2021-07-01 12:50:00,17.32,63.27
2021-07-01 13:00:00,17.02,64.59
2021-07-01 13:10:00,17.05,65.38
2021-07-01 13:20:00,17.02,65.91
2021-07-01 13:30:00,16.58,70.4
2021-07-01 13:40:00,15.84,77.53
2021-07-01 13:50:00,15.23,83.32
2021-07-01 14:00:00,14.71,86.97
2021-07-01 14:10:00,14.57,87.54
2021-07-01 14:20:00,14.45,89.27
2021-07-01 14:30:00,14.15,91.0
2021-07-01 14:40:00,13.99,90.71
2021-07-01 14:50:00,14.01,91.86
2021-07-01 15:00:00,13.98,95.31
2021-07-01 15:10:00,14.02,95.6
2021-07-01 15:20:00,14.0,95.89
2021-07-01 15:30:00,14.09,97.32
2021-07-01 15:40:00,14.13,97.04
2021-07-01 15:50:00,14.33,95.89
2021-07-01 16:00:00,14.71,95.02
2021-07-01 16:10:00,15.06,94.45
2021-07-01 16:20:00,15.44,93.58
2021-07-01 16:30:00,15.85,93.58
2021-07-01 16:40:00,16.34,93.01
2021-07-01 16:50:00,16.81,91.28
2021-07-01 17:00:00,17.14,89.56
2021-07-01 17:10:00,17.73,81.94
2021-07-01 17:20:00,17.98,79.73
2021-07-01 17:30:00,18.14,79.46
2021-07-01 17:40:00,18.04,78.63
2021-07-01 17:50:00,18.18,77.25
2021-07-01 18:00:00,18.36,76.42
2021-07-01 18:10:00,18.42,76.97
2021-07-01 18:20:00,18.59,76.42
2021-07-01 18:30:00,18.79,75.04
2021-07-01 18:40:00,18.71,75.04
2021-07-01 18:50:00,18.61,74.77
2021-07-01 19:00:00,18.68,74.22
2021-07-01 19:10:00,18.7,73.66
2021-07-01 19:20:00,18.54,73.94
2021-07-01 19:30:00,18.38,73.11
2021-07-01 19:40:00,18.31,73.66
2021-07-01 19:50:00,18.28,73.39
2021-07-01 20:00:00,18.24,73.39
2021-07-01 20:10:00,18.13,73.66
2021-07-01 20:20:00,18.05,73.94
2021-07-01 20:30:00,17.95,74.49
2021-07-01 20:40:00,17.85,75.04
2021-07-01 20:50:00,17.81,75.6
2021-07-01 21:00:00,17.74,76.42
2021-07-01 21:10:00,17.64,77.25
2021-07-01 21:20:00,17.59,77.53
2021-07-01 21:30:00,17.46,78.35
2021-07-01 21:40:00,17.32,78.9
2021-07-01 21:50:00,17.21,79.73
2021-07-01 22:00:00,17.12,79.73
2021-07-01 22:10:00,17.11,80.28
2021-07-01 22:20:00,17.07,80.84
2021-07-01 22:30:00,17.03,81.11
2021-07-01 22:40:00,17.03,81.39
2021-07-01 22:50:00,17.09,81.39
2021-07-01 23:00:00,17.07,81.94
2021-07-01 23:10:00,17.24,81.94
2021-07-01 23:20:00,18.01,78.9
2021-07-01 23:30:00,18.45,76.97
2021-07-01 23:40:00,18.64,76.42
2021-07-01 23:50:00,18.78,76.15
2021-07-02 00:00:00,18.71,76.97
2021-07-02 00:10:00,18.46,78.08
2021-07-02 00:20:00,18.28,78.9
2021-07-02 00:30:00,18.15,79.46
2021-07-02 00:40:00,18.11,79.18
2021-07-02 00:50:00,18.15,79.18
2021-07-02 01:00:00,18.3,78.35
2021-07-02 01:10:00,18.45,78.08
2021-07-02 01:20:00,18.52,77.8
2021-07-02 01:30:00,18.48,78.35
2021-07-02 01:40:00,18.31,79.46
2021-07-02 01:50:00,18.05,80.56
2021-07-02 02:00:00,17.9,80.84
2021-07-02 02:10:00,17.85,81.11
2021-07-02 02:20:00,17.9,81.11
2021-07-02 02:30:00,17.87,81.39
2021-07-02 02:40:00,17.79,81.39
2021-07-02 02:50:00,17.71,81.39
2021-07-02 03:00:00,17.74,81.39
2021-07-02 03:10:00,17.73,80.84
2021-07-02 03:20:00,17.62,81.39
2021-07-02 03:30:00,17.38,81.94
2021-07-02 03:40:00,17.15,82.21
2021-07-02 03:50:00,16.94,82.21
2021-07-02 04:00:00,16.78,82.49
2021-07-02 04:10:00,16.68,82.49
2021-07-02 04:20:00,16.61,82.21
2021-07-02 04:30:00,16.55,81.66
2021-07-02 04:40:00,16.47,81.66
2021-07-02 04:50:00,16.4,81.39
2021-07-02 05:00:00,16.37,80.56
2021-07-02 05:10:00,16.4,80.28
2021-07-02 05:20:00,16.53,79.18
2021-07-02 05:30:00,16.77,77.25
2021-07-02 05:40:00,17.18,74.77
2021-07-02 05:50:00,17.49,73.11
2021-07-02 06:00:00,17.79,71.73
2021-07-02 06:10:00,18.18,69.6
2021-07-02 06:20:00,18.56,67.49
2021-07-02 06:30:00,18.89,66.17
2021-07-02 06:40:00,19.05,65.64
2021-07-02 06:50:00,19.01,65.38
2021-07-02 07:00:00,18.86,65.38
2021-07-02 07:10:00,18.87,65.64
2021-07-02 07:20:00,19.02,64.85
2021-07-02 07:30:00,19.06,64.06
2021-07-02 07:40:00,19.0,63.8
2021-07-02 07:50:00,18.93,64.59
2021-07-02 08:00:00,19.12,63.53
2021-07-02 08:10:00,19.29,63.8
2021-07-02 08:20:00,19.5,63.8
2021-07-02 08:30:00,19.77,62.21
2021-07-02 08:40:00,20.09,61.68
2021-07-02 08:50:00,20.1,61.16
2021-07-02 09:00:00,20.31,61.16
2021-07-02 09:10:00,20.55,60.89
2021-07-02 09:20:00,20.9,59.84
2021-07-02 09:30:00,21.09,60.1
2021-07-02 09:40:00,21.34,59.31
2021-07-02 09:50:00,21.48,59.57
2021-07-02 10:00:00,21.71,59.31
2021-07-02 10:10:00,21.99,58.52
2021-07-02 10:20:00,22.26,58.52
2021-07-02 10:30:00,22.34,57.99
2021-07-02 10:40:00,22.6,57.48
2021-07-02 10:50:00,22.99,56.72
2021-07-02 11:00:00,22.78,57.73
2021-07-02 11:10:00,22.67,58.52
2021-07-02 11:20:00,22.09,60.37
2021-07-02 11:30:00,22.02,60.1
2021-07-02 11:40:00,21.99,60.89
2021-07-02 11:50:00,22.48,61.68
2021-07-02 12:00:00,22.59,61.42
2021-07-02 12:10:00,22.73,60.89
2021-07-02 12:20:00,22.8,62.21
2021-07-02 12:30:00,23.06,62.21
2021-07-02 12:40:00,23.03,61.68
2021-07-02 12:50:00,23.35,62.21
2021-07-02 13:00:00,23.88,59.57
2021-07-02 13:10:00,24.31,58.78
2021-07-02 13:20:00,24.77,57.73
2021-07-02 13:30:00,24.74,57.99
2021-07-02 13:40:00,24.81,57.22
2021-07-02 13:50:00,24.96,55.96
2021-07-02 14:00:00,24.88,57.22
2021-07-02 14:10:00,24.44,58.78
2021-07-02 14:20:00,23.89,62.21
2021-07-02 14:30:00,23.21,62.74
2021-07-02 14:40:00,23.12,61.95
2021-07-02 14:50:00,23.15,62.21
2021-07-02 15:00:00,23.22,61.95
2021-07-02 15:10:00,23.39,60.37
2021-07-02 15:20:00,23.62,59.84
2021-07-02 15:30:00,23.95,59.05
2021-07-02 15:40:00,23.87,60.1
2021-07-02 15:50:00,23.65,60.89
2021-07-02 16:00:00,23.55,61.42
2021-07-02 16:10:00,23.76,60.89
2021-07-02 16:20:00,23.74,61.95
2021-07-02 16:30:00,23.56,63.27
2021-07-02 16:40:00,23.41,63.27
2021-07-02 16:50:00,23.64,62.21
2021-07-02 17:00:00,23.83,61.16
2021-07-02 17:10:00,24.03,61.42
2021-07-02 17:20:00,24.11,61.16
2021-07-02 17:30:00,20.07,81.66
2021-07-02 17:40:00,19.2,93.58
2021-07-02 17:50:00,19.06,95.89
2021-07-02 18:00:00,18.93,98.47
2021-07-02 18:10:00,18.75,99.05
2021-07-02 18:20:00,18.89,99.34
2021-07-02 18:30:00,18.92,99.34
2021-07-02 18:40:00,18.81,99.05
2021-07-02 18:50:00,18.86,99.05
2021-07-02 19:00:00,18.98,99.05
2021-07-02 19:10:00,19.1,97.9
2021-07-02 19:20:00,19.23,99.34
2021-07-02 19:30:00,19.34,99.34
2021-07-02 19:40:00,19.48,99.34
2021-07-02 19:50:00,19.55,99.91
2021-07-02 20:00:00,19.62,98.19
2021-07-02 20:10:00,19.6,98.19
2021-07-02 20:20:00,19.6,98.47
2021-07-02 20:30:00,19.58,98.19
2021-07-02 20:40:00,19.57,98.19
2021-07-02 20:50:00,19.57,98.19
2021-07-02 21:00:00,19.57,98.19
2021-07-02 21:10:00,19.51,97.61
2021-07-02 21:20:00,19.51,98.47
2021-07-02 21:30:00,19.47,96.75
2021-07-02 21:40:00,19.48,97.32
2021-07-02 21:50:00,19.48,97.61
2021-07-02 22:00:00,19.46,97.9
2021-07-02 22:10:00,19.42,97.9
2021-07-02 22:20:00,19.33,97.9
2021-07-02 22:30:00,19.24,97.04
2021-07-02 22:40:00,19.16,98.47
2021-07-02 22:50:00,19.02,98.76
2021-07-02 23:00:00,18.93,99.05
2021-07-02 23:10:00,18.88,98.19
2021-07-02 23:20:00,18.81,98.76
2021-07-02 23:30:00,18.68,98.76
2021-07-02 23:40:00,18.51,98.76
2021-07-02 23:50:00,18.37,99.34
2021-07-03 00:00:00,18.29,98.76
2021-07-03 00:10:00,18.18,98.76
2021-07-03 00:20:00,18.07,98.76
2021-07-03 00:30:00,17.93,99.05
2021-07-03 00:40:00,17.82,99.34
2021-07-03 00:50:00,17.71,99.05
2021-07-03 01:00:00,17.64,99.34
2021-07-03 01:10:00,17.59,99.63
2021-07-03 01:20:00,17.51,99.63
2021-07-03 01:30:00,17.4,99.63
2021-07-03 01:40:00,17.28,99.91
2021-07-03 01:50:00,17.2,99.63
2021-07-03 02:00:00,17.2,99.05
2021-07-03 02:10:00,17.18,99.34
2021-07-03 02:20:00,17.18,99.05
2021-07-03 02:30:00,17.14,99.05
2021-07-03 02:40:00,17.07,98.76
2021-07-03 02:50:00,17.01,98.76
2021-07-03 03:00:00,16.99,98.47
2021-07-03 03:10:00,16.94,99.34
2021-07-03 03:20:00,16.82,98.76
2021-07-03 03:30:00,16.73,98.76
2021-07-03 03:40:00,16.66,99.34
2021-07-03 03:50:00,16.6,99.05
2021-07-03 04:00:00,16.54,98.76
2021-07-03 04:10:00,16.5,98.76
2021-07-03 04:20:00,16.48,98.76
2021-07-03 04:30:00,16.47,98.19
2021-07-03 04:40:00,16.43,98.19
2021-07-03 04:50:00,16.41,99.05
2021-07-03 05:00:00,16.4,98.76
2021-07-03 05:10:00,16.44,97.9
2021-07-03 05:20:00,16.6,96.46
2021-07-03 05:30:00,16.78,96.17
2021-07-03 05:40:00,16.96,94.74
2021-07-03 05:50:00,17.1,93.3
2021-07-03 06:00:00,17.44,91.0
2021-07-03 06:10:00,17.62,89.56
2021-07-03 06:20:00,17.6,90.71
2021-07-03 06:30:00,17.75,89.56
2021-07-03 06:40:00,17.79,89.56
2021-07-03 06:50:00,17.9,88.12
2021-07-03 07:00:00,18.17,87.83
2021-07-03 07:10:00,18.57,83.59
2021-07-03 07:20:00,19.11,79.46
2021-07-03 07:30:00,19.7,69.87
2021-07-03 07:40:00,20.35,66.96
2021-07-03 07:50:00,20.84,65.12
2021-07-03 08:00:00,21.23,63.0
2021-07-03 08:10:00,21.43,64.32
2021-07-03 08:20:00,21.83,62.21
2021-07-03 08:30:00,22.3,59.31
2021-07-03 08:40:00,22.4,58.78
2021-07-03 08:50:00,22.76,57.48
2021-07-03 09:00:00,23.19,55.71
2021-07-03 09:10:00,23.49,52.18
2021-07-03 09:20:00,23.7,52.18
2021-07-03 09:30:00,23.95,53.69
2021-07-03 09:40:00,24.08,53.19
2021-07-03 09:50:00,24.47,52.18
2021-07-03 10:00:00,24.63,52.18
2021-07-03 10:10:00,24.82,51.93
2021-07-03 10:20:00,25.01,51.68
2021-07-03 10:30:00,25.44,49.66
2021-07-03 10:40:00,26.02,48.15
2021-07-03 10:50:00,27.03,46.13
2021-07-03 11:00:00,26.79,47.14
2021-07-03 11:10:00,27.04,45.12
2021-07-03 11:20:00,27.6,41.75
2021-07-03 11:30:00,28.29,48.4
2021-07-03 11:40:00,26.82,54.45
2021-07-03 11:50:00,25.76,56.22
2021-07-03 12:00:00,25.37,55.96
2021-07-03 12:10:00,26.04,54.2
2021-07-03 12:20:00,25.0,56.97
2021-07-03 12:30:00,25.12,54.96
2021-07-03 12:40:00,25.11,54.7
2021-07-03 12:50:00,25.05,53.19
2021-07-03 13:00:00,25.27,52.69
2021-07-03 13:10:00,25.63,52.18
2021-07-03 13:20:00,25.64,50.42
2021-07-03 13:30:00,25.55,51.93
2021-07-03 13:40:00,25.63,50.42
2021-07-03 13:50:00,25.39,51.17
2021-07-03 14:00:00,25.11,52.18
2021-07-03 14:10:00,25.2,51.93
2021-07-03 14:20:00,25.1,51.93
2021-07-03 14:30:00,25.33,51.17
2021-07-03 14:40:00,25.23,52.43
2021-07-03 14:50:00,25.44,52.69
2021-07-03 15:00:00,25.71,52.43
2021-07-03 15:10:00,25.92,53.69
2021-07-03 15:20:00,26.09,52.94
2021-07-03 15:30:00,26.12,52.69
2021-07-03 15:40:00,26.41,51.43
2021-07-03 15:50:00,26.27,52.43
2021-07-03 16:00:00,26.29,51.93
2021-07-03 16:10:00,25.91,53.19
2021-07-03 16:20:00,25.84,52.69
2021-07-03 16:30:00,25.87,53.69
2021-07-03 16:40:00,25.99,53.19
2021-07-03 16:50:00,25.9,51.43
2021-07-03 17:00:00,26.19,50.92
2021-07-03 17:10:00,26.01,52.69
2021-07-03 17:20:00,26.08,53.19
2021-07-03 17:30:00,25.98,52.43
2021-07-03 17:40:00,25.87,53.44
2021-07-03 17:50:00,25.96,52.43
2021-07-03 18:00:00,26.02,52.94
2021-07-03 18:10:00,25.99,52.18
2021-07-03 18:20:00,26.2,49.16
2021-07-03 18:30:00,26.29,49.41
2021-07-03 18:40:00,26.56,36.46
2021-07-03 18:50:00,27.09,34.78
2021-07-03 19:00:00,27.25,34.3
2021-07-03 19:10:00,27.23,33.82
2021-07-03 19:20:00,27.2,33.82
2021-07-03 19:30:00,27.13,34.54
2021-07-03 19:40:00,27.04,35.02
2021-07-03 19:50:00,26.9,38.63
2021-07-03 20:00:00,26.44,43.43
2021-07-03 20:10:00,26.02,45.63
2021-07-03 20:20:00,25.69,46.89
2021-07-03 20:30:00,25.41,48.15
2021-07-03 20:40:00,25.14,49.16
2021-07-03 20:50:00,24.87,49.91
2021-07-03 21:00:00,24.65,50.92
2021-07-03 21:10:00,24.39,51.93
2021-07-03 21:20:00,24.18,52.69
2021-07-03 21:30:00,24.02,52.94
2021-07-03 21:40:00,23.85,53.44
2021-07-03 21:50:00,23.66,54.45
2021-07-03 22:00:00,23.42,55.46
2021-07-03 22:10:00,23.17,56.47
2021-07-03 22:20:00,22.94,57.73
2021-07-03 22:30:00,22.72,58.78
2021-07-03 22:40:00,22.54,59.57
2021-07-03 22:50:00,22.37,60.37
2021-07-03 23:00:00,22.2,61.42
2021-07-03 23:10:00,22.02,62.48
2021-07-03 23:20:00,21.91,63.0
2021-07-03 23:30:00,21.82,63.8
2021-07-03 23:40:00,21.81,64.32
2021-07-03 23:50:00,21.73,65.12
2021-07-04 00:00:00,21.61,66.44
2021-07-04 00:10:00,21.6,66.7
2021-07-04 00:20:00,21.53,67.49
2021-07-04 00:30:00,21.45,66.96
2021-07-04 00:40:00,21.2,72.56
2021-07-04 00:50:00,20.7,77.53
2021-07-04 01:00:00,20.26,79.73
2021-07-04 01:10:00,19.95,82.21
2021-07-04 01:20:00,19.69,83.59
2021-07-04 01:30:00,19.5,84.7
2021-07-04 01:40:00,19.35,85.25
2021-07-04 01:50:00,19.26,84.97
2021-07-04 02:00:00,19.22,84.97
2021-07-04 02:10:00,19.2,84.97
2021-07-04 02:20:00,19.23,85.25
2021-07-04 02:30:00,19.27,85.53
2021-07-04 02:40:00,19.28,85.82
2021-07-04 02:50:00,19.24,86.39
2021-07-04 03:00:00,19.2,86.39
2021-07-04 03:10:00,19.17,86.39
2021-07-04 03:20:00,19.18,86.39
2021-07-04 03:30:00,19.18,86.68
2021-07-04 03:40:00,19.17,86.1
2021-07-04 03:50:00,19.17,86.39
2021-07-04 04:00:00,19.1,86.1
2021-07-04 04:10:00,19.05,86.1
2021-07-04 04:20:00,19.01,85.53
2021-07-04 04:30:00,18.98,86.1
2021-07-04 04:40:00,19.09,85.82
2021-07-04 04:50:00,19.17,85.25
2021-07-04 05:00:00,19.24,84.97
2021-07-04 05:10:00,19.32,84.42
2021-07-04 05:20:00,19.4,83.59
2021-07-04 05:30:00,19.47,83.04
2021-07-04 05:40:00,19.52,82.77
2021-07-04 05:50:00,19.57,81.66
2021-07-04 06:00:00,19.64,80.01
2021-07-04 06:10:00,19.74,78.35
2021-07-04 06:20:00,19.82,77.25
2021-07-04 06:30:00,19.82,76.15
2021-07-04 06:40:00,19.79,75.87
2021-07-04 06:50:00,19.79,75.6
2021-07-04 07:00:00,19.81,74.22
2021-07-04 07:10:00,19.9,73.66
2021-07-04 07:20:00,20.02,73.94
2021-07-04 07:30:00,20.16,74.22
2021-07-04 07:40:00,20.31,75.04
2021-07-04 07:50:00,20.37,74.77
2021-07-04 08:00:00,20.49,74.49
2021-07-04 08:10:00,20.82,73.11
2021-07-04 08:20:00,21.07,73.11
2021-07-04 08:30:00,21.2,72.84
2021-07-04 08:40:00,21.21,73.39
2021-07-04 08:50:00,21.52,72.01
2021-07-04 09:00:00,21.9,70.66
2021-07-04 09:10:00,22.33,66.17
2021-07-04 09:20:00,22.81,63.53
2021-07-04 09:30:00,23.16,63.53
2021-07-04 09:40:00,23.44,63.53
2021-07-04 09:50:00,23.64,63.0
2021-07-04 10:00:00,23.69,60.63
2021-07-04 10:10:00,24.04,58.52
2021-07-04 10:20:00,23.91,61.68
2021-07-04 10:30:00,23.77,61.95
2021-07-04 10:40:00,24.14,59.31
2021-07-04 10:50:00,23.93,59.57
2021-07-04 11:00:00,21.97,89.27
2021-07-04 11:10:00,20.28,88.69
2021-07-04 11:20:00,19.05,95.6
2021-07-04 11:30:00,18.8,98.19
2021-07-04 11:40:00,18.65,98.19
2021-07-04 11:50:00,18.72,98.76
2021-07-04 12:00:00,18.89,99.34
2021-07-04 12:10:00,18.84,99.05
2021-07-04 12:20:00,18.71,98.47
2021-07-04 12:30:00,18.28,98.47
2021-07-04 12:40:00,18.11,98.47
2021-07-04 12:50:00,18.2,97.9
2021-07-04 13:00:00,18.4,99.34
2021-07-04 13:10:00,18.92,99.05
2021-07-04 13:20:00,19.54,98.76
2021-07-04 13:30:00,20.12,91.28
2021-07-04 13:40:00,20.63,90.71
2021-07-04 13:50:00,21.05,88.41
2021-07-04 14:00:00,21.43,80.01
2021-07-04 14:10:00,21.62,81.66
2021-07-04 14:20:00,22.4,75.87
2021-07-04 14:30:00,22.89,73.94
2021-07-04 14:40:00,23.01,68.81
