,Ta,RH
2021-06-30 12:30:00,23.58,52.74
2021-06-30 12:40:00,23.35,53.28
2021-06-30 12:50:00,23.35,53.54
2021-06-30 13:00:00,22.9,54.89
2021-06-30 13:10:00,22.72,57.04
2021-06-30 13:20:00,22.43,58.65
2021-06-30 13:30:00,22.14,58.92
2021-06-30 13:40:00,21.76,59.46
2021-06-30 13:50:00,21.67,58.65
2021-06-30 14:00:00,21.56,60.28
2021-06-30 14:10:00,21.34,61.68
2021-06-30 14:20:00,21.04,63.08
2021-06-30 14:30:00,20.74,63.92
2021-06-30 14:40:00,20.74,62.52
2021-06-30 14:50:00,20.65,62.8
2021-06-30 15:00:00,20.42,63.64
2021-06-30 15:10:00,20.4,63.64
2021-06-30 15:20:00,20.72,62.52
2021-06-30 15:30:00,20.85,61.96
2021-06-30 15:40:00,20.59,62.52
2021-06-30 15:50:00,20.62,62.8
2021-06-30 16:00:00,20.76,62.52
2021-06-30 16:10:00,20.74,61.96
2021-06-30 16:20:00,20.8,62.52
2021-06-30 16:30:00,20.65,64.48
2021-06-30 16:40:00,20.57,63.64
2021-06-30 16:50:00,20.61,63.36
2021-06-30 17:00:00,20.6,63.36
2021-06-30 17:10:00,20.54,63.92
2021-06-30 17:20:00,20.36,64.76
2021-06-30 17:30:00,20.21,64.76
2021-06-30 17:40:00,20.13,65.04
2021-06-30 17:50:00,20.06,65.04
2021-06-30 18:00:00,20.06,64.48
2021-06-30 18:10:00,20.11,64.2
2021-06-30 18:20:00,20.07,64.2
2021-06-30 18:30:00,20.18,64.2
2021-06-30 18:40:00,20.25,64.48
2021-06-30 18:50:00,20.14,65.04
2021-06-30 19:00:00,20.08,65.04
2021-06-30 19:10:00,20.01,65.04
2021-06-30 19:20:00,20.03,65.32
2021-06-30 19:30:00,19.95,65.6
2021-06-30 19:40:00,19.91,66.16
2021-06-30 19:50:00,19.79,66.72
2021-06-30 20:00:00,19.64,67.55
2021-06-30 20:10:00,19.56,68.11
2021-06-30 20:20:00,19.54,68.39
2021-06-30 20:30:00,19.46,68.67
2021-06-30 20:40:00,19.35,69.51
2021-06-30 20:50:00,19.2,70.07
2021-06-30 21:00:00,19.05,70.91
2021-06-30 21:10:00,18.89,70.91
2021-06-30 21:20:00,18.73,71.19
2021-06-30 21:30:00,18.59,71.47
2021-06-30 21:40:00,18.47,71.75
2021-06-30 21:50:00,18.35,72.03
2021-06-30 22:00:00,18.26,72.87
2021-06-30 22:10:00,18.19,72.87
2021-06-30 22:20:00,18.11,73.43
2021-06-30 22:30:00,18.04,73.71
2021-06-30 22:40:00,17.97,74.27
2021-06-30 22:50:00,17.9,73.99
2021-06-30 23:00:00,17.85,73.99
2021-06-30 23:10:00,17.8,74.27
2021-06-30 23:20:00,17.74,73.99
2021-06-30 23:30:00,17.69,74.27
2021-06-30 23:40:00,17.61,74.85
2021-06-30 23:50:00,17.53,76.02
2021-07-01 00:00:00,17.45,76.6
2021-07-01 00:10:00,17.39,76.6
2021-07-01 00:20:00,17.35,76.6
2021-07-01 00:30:00,17.33,76.6
2021-07-01 00:40:00,17.34,75.43
2021-07-01 00:50:00,17.35,74.56
2021-07-01 01:00:00,17.3,74.56
2021-07-01 01:10:00,17.18,75.14
2021-07-01 01:20:00,16.99,75.72
2021-07-01 01:30:00,16.81,76.02
2021-07-01 01:40:00,16.62,76.31
2021-07-01 01:50:00,16.46,76.89
2021-07-01 02:00:00,16.32,76.89
2021-07-01 02:10:00,16.18,77.47
2021-07-01 02:20:00,16.02,77.76
2021-07-01 02:30:00,15.87,78.05
2021-07-01 02:40:00,15.74,77.76
2021-07-01 02:50:00,15.62,77.76
2021-07-01 03:00:00,15.53,76.89
2021-07-01 03:10:00,15.45,76.31
2021-07-01 03:20:00,15.39,75.14
2021-07-01 03:30:00,15.31,74.27
2021-07-01 03:40:00,15.25,73.71
2021-07-01 03:50:00,15.21,73.43
2021-07-01 04:00:00,15.19,73.43
2021-07-01 04:10:00,15.17,73.43
2021-07-01 04:20:00,15.17,73.43
2021-07-01 04:30:00,15.18,73.15
2021-07-01 04:40:00,15.17,72.31
2021-07-01 04:50:00,15.2,72.03
2021-07-01 05:00:00,15.26,70.35
2021-07-01 05:10:00,15.34,68.67
2021-07-01 05:20:00,15.4,67.27
2021-07-01 05:30:00,15.42,67.55
2021-07-01 05:40:00,15.48,66.16
2021-07-01 05:50:00,15.53,66.16
2021-07-01 06:00:00,15.61,65.88
2021-07-01 06:10:00,15.72,65.32
2021-07-01 06:20:00,15.64,65.32
2021-07-01 06:30:00,15.55,65.6
2021-07-01 06:40:00,15.73,65.88
2021-07-01 06:50:00,16.26,64.76
2021-07-01 07:00:00,17.21,60.84
2021-07-01 07:10:00,17.72,60.0
2021-07-01 07:20:00,17.61,59.19
2021-07-01 07:30:00,18.33,57.04
2021-07-01 07:40:00,18.97,54.89
2021-07-01 07:50:00,19.48,53.54
2021-07-01 08:00:00,19.76,53.54
2021-07-01 08:10:00,19.45,54.62
2021-07-01 08:20:00,18.81,56.23
2021-07-01 08:30:00,18.84,55.43
2021-07-01 08:40:00,19.38,53.81
2021-07-01 08:50:00,19.56,53.28
2021-07-01 09:00:00,20.0,52.47
2021-07-01 09:10:00,20.29,51.39
2021-07-01 09:20:00,20.57,51.66
2021-07-01 09:30:00,20.7,50.86
2021-07-01 09:40:00,20.5,51.93
2021-07-01 09:50:00,20.59,52.74
2021-07-01 10:00:00,20.34,54.62
2021-07-01 10:10:00,19.58,55.69
2021-07-01 10:20:00,18.96,60.0
2021-07-01 10:30:00,18.38,64.76
2021-07-01 10:40:00,17.72,68.39
2021-07-01 10:50:00,17.42,67.83
2021-07-01 11:00:00,17.72,65.88
2021-07-01 11:10:00,17.82,64.76
2021-07-01 11:20:00,17.89,64.76
2021-07-01 11:30:00,17.68,65.88
2021-07-01 11:40:00,17.53,66.16
2021-07-01 11:50:00,17.44,65.32
2021-07-01 12:00:00,17.32,65.88
2021-07-01 12:10:00,17.3,65.6
2021-07-01 12:20:00,17.48,65.32
2021-07-01 12:30:00,17.74,64.76
2021-07-01 12:40:00,17.63,65.04
2021-07-01 12:50:00,17.29,65.88
2021-07-01 13:00:00,17.08,66.99
2021-07-01 13:10:00,16.99,68.67
2021-07-01 13:20:00,16.81,70.07
2021-07-01 13:30:00,16.41,73.99
2021-07-01 13:40:00,15.89,79.5
2021-07-01 13:50:00,15.52,83.28
2021-07-01 14:00:00,15.08,86.77
2021-07-01 14:10:00,14.81,89.4
2021-07-01 14:20:00,14.71,90.3
2021-07-01 14:30:00,14.6,90.3
2021-07-01 14:40:00,14.51,90.9
2021-07-01 14:50:00,14.46,90.6
2021-07-01 15:00:00,14.46,89.7
2021-07-01 15:10:00,14.53,91.2
2021-07-01 15:20:00,14.56,91.2
2021-07-01 15:30:00,14.59,91.2
2021-07-01 15:40:00,14.68,91.2
2021-07-01 15:50:00,14.96,90.9
2021-07-01 16:00:00,15.29,91.51
2021-07-01 16:10:00,15.69,89.09
2021-07-01 16:20:00,16.02,90.0
2021-07-01 16:30:00,16.48,88.22
2021-07-01 16:40:00,17.19,83.57
2021-07-01 16:50:00,17.44,82.99
2021-07-01 17:00:00,17.69,81.83
2021-07-01 17:10:00,18.02,80.66
2021-07-01 17:20:00,18.15,80.37
2021-07-01 17:30:00,18.29,80.95
2021-07-01 17:40:00,18.27,80.08
2021-07-01 17:50:00,18.36,79.5
2021-07-01 18:00:00,18.48,79.5
2021-07-01 18:10:00,18.62,79.21
2021-07-01 18:20:00,18.82,78.34
2021-07-01 18:30:00,18.96,78.05
2021-07-01 18:40:00,18.95,77.18
2021-07-01 18:50:00,18.92,77.47
2021-07-01 19:00:00,19.06,76.02
2021-07-01 19:10:00,19.17,74.85
2021-07-01 19:20:00,19.11,74.85
2021-07-01 19:30:00,19.06,74.27
2021-07-01 19:40:00,18.93,73.99
2021-07-01 19:50:00,18.85,73.99
2021-07-01 20:00:00,18.72,74.56
2021-07-01 20:10:00,18.48,75.43
2021-07-01 20:20:00,18.29,76.31
2021-07-01 20:30:00,18.13,77.18
2021-07-01 20:40:00,18.02,77.76
2021-07-01 20:50:00,17.94,78.63
2021-07-01 21:00:00,17.83,79.5
2021-07-01 21:10:00,17.72,80.37
2021-07-01 21:20:00,17.66,80.95
2021-07-01 21:30:00,17.58,81.54
2021-07-01 21:40:00,17.51,81.83
2021-07-01 21:50:00,17.44,82.7
2021-07-01 22:00:00,17.39,83.28
2021-07-01 22:10:00,17.38,83.57
2021-07-01 22:20:00,17.38,83.86
2021-07-01 22:30:00,17.44,84.15
2021-07-01 22:40:00,17.53,83.57
2021-07-01 22:50:00,17.65,83.86
2021-07-01 23:00:00,17.79,84.15
2021-07-01 23:10:00,17.94,83.57
2021-07-01 23:20:00,18.17,82.7
2021-07-01 23:30:00,18.32,82.12
2021-07-01 23:40:00,18.41,82.12
2021-07-01 23:50:00,18.5,81.83
2021-07-02 00:00:00,18.58,80.95
2021-07-02 00:10:00,18.69,80.37
2021-07-02 00:20:00,18.76,80.37
2021-07-02 00:30:00,18.74,80.37
2021-07-02 00:40:00,18.68,80.95
2021-07-02 00:50:00,18.67,80.66
2021-07-02 01:00:00,18.68,80.95
2021-07-02 01:10:00,18.67,81.54
2021-07-02 01:20:00,18.66,81.25
2021-07-02 01:30:00,18.58,81.54
2021-07-02 01:40:00,18.52,81.54
2021-07-02 01:50:00,18.46,81.83
2021-07-02 02:00:00,18.41,82.41
2021-07-02 02:10:00,18.36,82.7
2021-07-02 02:20:00,18.35,82.41
2021-07-02 02:30:00,18.31,82.41
2021-07-02 02:40:00,18.25,82.7
2021-07-02 02:50:00,18.2,82.7
2021-07-02 03:00:00,18.19,82.7
2021-07-02 03:10:00,18.15,82.7
2021-07-02 03:20:00,17.99,83.57
2021-07-02 03:30:00,17.76,84.15
2021-07-02 03:40:00,17.52,84.73
2021-07-02 03:50:00,17.3,85.31
2021-07-02 04:00:00,17.11,85.89
2021-07-02 04:10:00,16.96,86.18
2021-07-02 04:20:00,16.86,86.18
2021-07-02 04:30:00,16.81,85.6
2021-07-02 04:40:00,16.75,85.02
2021-07-02 04:50:00,16.69,84.73
2021-07-02 05:00:00,16.66,83.86
2021-07-02 05:10:00,16.7,82.99
2021-07-02 05:20:00,16.83,81.54
2021-07-02 05:30:00,17.09,79.5
2021-07-02 05:40:00,17.42,77.18
2021-07-02 05:50:00,17.77,74.85
2021-07-02 06:00:00,18.06,73.15
2021-07-02 06:10:00,18.44,71.19
2021-07-02 06:20:00,18.79,69.79
2021-07-02 06:30:00,19.01,68.39
2021-07-02 06:40:00,19.15,67.55
2021-07-02 06:50:00,19.3,66.72
2021-07-02 07:00:00,19.42,66.44
2021-07-02 07:10:00,19.48,65.88
2021-07-02 07:20:00,19.51,66.16
2021-07-02 07:30:00,19.44,65.88
2021-07-02 07:40:00,19.74,64.76
2021-07-02 07:50:00,20.16,62.52
2021-07-02 08:00:00,20.95,60.28
2021-07-02 08:10:00,21.54,59.46
2021-07-02 08:20:00,21.37,60.28
2021-07-02 08:30:00,21.58,58.65
2021-07-02 08:40:00,21.82,57.31
2021-07-02 08:50:00,21.93,58.11
2021-07-02 09:00:00,21.94,58.11
2021-07-02 09:10:00,22.08,58.11
2021-07-02 09:20:00,22.53,55.96
2021-07-02 09:30:00,22.92,57.31
2021-07-02 09:40:00,23.27,54.89
2021-07-02 09:50:00,23.51,54.89
2021-07-02 10:00:00,23.86,54.08
2021-07-02 10:10:00,23.58,55.69
2021-07-02 10:20:00,23.61,55.43
2021-07-02 10:30:00,23.82,54.89
2021-07-02 10:40:00,23.56,56.5
2021-07-02 10:50:00,23.88,55.16
2021-07-02 11:00:00,23.94,55.69
2021-07-02 11:10:00,23.83,56.77
2021-07-02 11:20:00,23.13,59.19
2021-07-02 11:30:00,22.66,60.28
2021-07-02 11:40:00,22.6,61.4
2021-07-02 11:50:00,22.58,62.8
2021-07-02 12:00:00,22.52,62.8
2021-07-02 12:10:00,22.92,62.52
2021-07-02 12:20:00,23.2,63.36
2021-07-02 12:30:00,23.35,63.64
2021-07-02 12:40:00,23.46,63.92
2021-07-02 12:50:00,23.78,63.08
2021-07-02 13:00:00,24.13,61.68
2021-07-02 13:10:00,24.38,60.56
2021-07-02 13:20:00,24.91,58.38
2021-07-02 13:30:00,25.14,57.84
2021-07-02 13:40:00,25.35,57.04
2021-07-02 13:50:00,25.19,58.11
2021-07-02 14:00:00,25.01,58.92
2021-07-02 14:10:00,24.76,59.46
2021-07-02 14:20:00,24.13,64.48
2021-07-02 14:30:00,23.67,63.08
2021-07-02 14:40:00,23.47,63.36
2021-07-02 14:50:00,23.34,63.36
2021-07-02 15:00:00,23.4,63.36
2021-07-02 15:10:00,23.51,63.08
2021-07-02 15:20:00,23.66,62.24
2021-07-02 15:30:00,23.87,61.12
2021-07-02 15:40:00,23.96,63.36
2021-07-02 15:50:00,24.01,61.12
2021-07-02 16:00:00,23.9,62.52
2021-07-02 16:10:00,24.14,61.4
2021-07-02 16:20:00,24.37,62.24
2021-07-02 16:30:00,24.22,63.08
2021-07-02 16:40:00,24.06,62.8
2021-07-02 16:50:00,24.15,61.96
2021-07-02 17:00:00,24.27,61.68
2021-07-02 17:10:00,24.33,61.96
2021-07-02 17:20:00,24.07,67.55
2021-07-02 17:30:00,21.87,76.31
2021-07-02 17:40:00,20.93,84.44
2021-07-02 17:50:00,20.31,90.3
2021-07-02 18:00:00,19.89,92.11
2021-07-02 18:10:00,19.69,94.52
2021-07-02 18:20:00,19.66,95.43
2021-07-02 18:30:00,19.74,95.73
2021-07-02 18:40:00,19.81,95.73
2021-07-02 18:50:00,19.91,94.82
2021-07-02 19:00:00,20.04,94.52
2021-07-02 19:10:00,20.19,94.22
2021-07-02 19:20:00,20.35,92.41
2021-07-02 19:30:00,20.48,92.11
2021-07-02 19:40:00,20.55,90.3
2021-07-02 19:50:00,20.63,90.9
2021-07-02 20:00:00,20.66,92.11
2021-07-02 20:10:00,20.64,91.81
2021-07-02 20:20:00,20.61,92.41
2021-07-02 20:30:00,20.55,93.01
2021-07-02 20:40:00,20.51,92.41
2021-07-02 20:50:00,20.45,92.41
2021-07-02 21:00:00,20.4,93.01
2021-07-02 21:10:00,20.34,94.22
2021-07-02 21:20:00,20.28,94.82
2021-07-02 21:30:00,20.21,93.92
2021-07-02 21:40:00,20.18,94.52
2021-07-02 21:50:00,20.12,93.31
2021-07-02 22:00:00,20.12,93.62
2021-07-02 22:10:00,20.07,94.22
2021-07-02 22:20:00,19.96,96.03
2021-07-02 22:30:00,19.84,95.43
2021-07-02 22:40:00,19.75,95.12
2021-07-02 22:50:00,19.58,95.12
2021-07-02 23:00:00,19.41,94.82
2021-07-02 23:10:00,19.26,95.12
2021-07-02 23:20:00,19.2,96.33
2021-07-02 23:30:00,19.13,95.43
2021-07-02 23:40:00,19.09,95.43
2021-07-02 23:50:00,19.0,95.73
2021-07-03 00:00:00,18.9,95.43
2021-07-03 00:10:00,18.78,96.33
2021-07-03 00:20:00,18.65,96.93
2021-07-03 00:30:00,18.5,96.93
2021-07-03 00:40:00,18.36,96.93
2021-07-03 00:50:00,18.29,96.63
2021-07-03 01:00:00,18.17,96.93
2021-07-03 01:10:00,18.05,97.23
2021-07-03 01:20:00,17.96,97.84
2021-07-03 01:30:00,17.87,98.14
2021-07-03 01:40:00,17.8,97.84
2021-07-03 01:50:00,17.76,98.74
2021-07-03 02:00:00,17.75,98.44
2021-07-03 02:10:00,17.78,99.04
2021-07-03 02:20:00,17.78,97.23
2021-07-03 02:30:00,17.77,96.93
2021-07-03 02:40:00,17.75,96.63
2021-07-03 02:50:00,17.68,96.63
2021-07-03 03:00:00,17.62,96.93
2021-07-03 03:10:00,17.64,97.54
2021-07-03 03:20:00,17.53,97.54
2021-07-03 03:30:00,17.42,97.23
2021-07-03 03:40:00,17.31,97.54
2021-07-03 03:50:00,17.21,97.84
2021-07-03 04:00:00,17.11,98.74
2021-07-03 04:10:00,17.01,99.04
2021-07-03 04:20:00,16.91,99.34
2021-07-03 04:30:00,16.84,99.04
2021-07-03 04:40:00,16.83,100.55
2021-07-03 04:50:00,16.81,99.95
2021-07-03 05:00:00,16.76,99.34
2021-07-03 05:10:00,16.74,99.95
2021-07-03 05:20:00,16.75,99.65
2021-07-03 05:30:00,16.83,99.04
2021-07-03 05:40:00,16.98,97.84
2021-07-03 05:50:00,17.2,96.33
2021-07-03 06:00:00,17.41,95.73
2021-07-03 06:10:00,17.6,91.81
2021-07-03 06:20:00,17.89,90.3
2021-07-03 06:30:00,18.1,91.81
2021-07-03 06:40:00,18.21,92.41
2021-07-03 06:50:00,18.43,90.0
2021-07-03 07:00:00,18.77,85.31
2021-07-03 07:10:00,19.74,71.47
2021-07-03 07:20:00,21.38,61.96
2021-07-03 07:30:00,22.32,62.52
2021-07-03 07:40:00,22.84,61.68
2021-07-03 07:50:00,23.35,61.4
2021-07-03 08:00:00,23.8,60.28
2021-07-03 08:10:00,24.21,57.31
2021-07-03 08:20:00,24.62,55.69
2021-07-03 08:30:00,25.21,51.66
2021-07-03 08:40:00,25.6,50.59
2021-07-03 08:50:00,25.87,53.01
2021-07-03 09:00:00,26.23,48.71
2021-07-03 09:10:00,26.57,47.9
2021-07-03 09:20:00,26.89,46.29
2021-07-03 09:30:00,27.21,45.76
2021-07-03 09:40:00,27.38,46.83
2021-07-03 09:50:00,27.51,45.25
2021-07-03 10:00:00,27.65,46.56
2021-07-03 10:10:00,28.04,45.76
2021-07-03 10:20:00,28.19,46.02
2021-07-03 10:30:00,28.23,44.73
2021-07-03 10:40:00,28.55,42.41
2021-07-03 10:50:00,28.3,42.15
2021-07-03 11:00:00,28.08,41.12
2021-07-03 11:10:00,28.0,40.35
2021-07-03 11:20:00,28.31,39.06
2021-07-03 11:30:00,28.23,38.54
2021-07-03 11:40:00,28.28,37.77
2021-07-03 11:50:00,28.39,37.51
2021-07-03 12:00:00,28.17,48.17
2021-07-03 12:10:00,27.86,43.44
2021-07-03 12:20:00,27.21,52.2
2021-07-03 12:30:00,26.64,54.08
2021-07-03 12:40:00,26.23,54.35
2021-07-03 12:50:00,25.93,53.81
2021-07-03 13:00:00,26.35,51.66
2021-07-03 13:10:00,26.78,51.66
2021-07-03 13:20:00,26.7,51.13
2021-07-03 13:30:00,26.61,50.32
2021-07-03 13:40:00,26.45,50.59
2021-07-03 13:50:00,26.04,51.66
2021-07-03 14:00:00,25.67,52.47
2021-07-03 14:10:00,25.58,52.74
2021-07-03 14:20:00,25.53,53.01
2021-07-03 14:30:00,25.36,52.74
2021-07-03 14:40:00,25.39,52.47
2021-07-03 14:50:00,25.48,53.01
2021-07-03 15:00:00,25.58,53.28
2021-07-03 15:10:00,25.71,54.08
2021-07-03 15:20:00,25.81,53.81
2021-07-03 15:30:00,26.0,52.2
2021-07-03 15:40:00,26.07,54.08
2021-07-03 15:50:00,26.07,53.01
2021-07-03 16:00:00,26.12,53.54
2021-07-03 16:10:00,26.11,51.93
2021-07-03 16:20:00,26.24,52.74
2021-07-03 16:30:00,26.37,52.74
2021-07-03 16:40:00,26.62,50.59
2021-07-03 16:50:00,26.9,50.32
2021-07-03 17:00:00,26.86,49.24
2021-07-03 17:10:00,26.91,50.05
2021-07-03 17:20:00,26.79,50.86
2021-07-03 17:30:00,26.8,50.32
2021-07-03 17:40:00,26.9,49.24
2021-07-03 17:50:00,26.88,47.9
2021-07-03 18:00:00,26.93,39.57
2021-07-03 18:10:00,27.07,40.61
2021-07-03 18:20:00,27.21,35.71
2021-07-03 18:30:00,27.32,35.19
2021-07-03 18:40:00,27.54,34.42
2021-07-03 18:50:00,27.64,33.13
2021-07-03 19:00:00,27.73,33.64
2021-07-03 19:10:00,27.77,33.9
2021-07-03 19:20:00,27.86,33.13
2021-07-03 19:30:00,27.93,32.87
2021-07-03 19:40:00,27.91,33.39
2021-07-03 19:50:00,27.82,34.67
2021-07-03 20:00:00,27.72,35.96
2021-07-03 20:10:00,27.31,39.57
2021-07-03 20:20:00,26.82,43.44
2021-07-03 20:30:00,26.41,45.25
2021-07-03 20:40:00,26.03,46.83
2021-07-03 20:50:00,25.65,48.44
2021-07-03 21:00:00,25.35,49.78
2021-07-03 21:10:00,25.06,50.59
2021-07-03 21:20:00,24.8,51.66
2021-07-03 21:30:00,24.54,52.74
2021-07-03 21:40:00,24.32,53.81
2021-07-03 21:50:00,24.15,54.62
2021-07-03 22:00:00,23.97,55.69
2021-07-03 22:10:00,23.82,56.5
2021-07-03 22:20:00,23.69,57.31
2021-07-03 22:30:00,23.52,58.38
2021-07-03 22:40:00,23.39,59.19
2021-07-03 22:50:00,23.28,60.0
2021-07-03 23:00:00,23.15,61.12
2021-07-03 23:10:00,22.99,61.68
2021-07-03 23:20:00,22.81,63.08
2021-07-03 23:30:00,22.63,64.48
2021-07-03 23:40:00,22.43,65.88
2021-07-03 23:50:00,22.27,66.99
2021-07-04 00:00:00,22.14,67.55
2021-07-04 00:10:00,22.03,68.39
2021-07-04 00:20:00,21.85,68.67
2021-07-04 00:30:00,21.67,69.51
2021-07-04 00:40:00,21.32,74.85
2021-07-04 00:50:00,20.88,79.79
2021-07-04 01:00:00,20.54,82.7
2021-07-04 01:10:00,20.3,85.02
2021-07-04 01:20:00,20.12,86.18
2021-07-04 01:30:00,19.91,87.35
2021-07-04 01:40:00,19.76,88.22
2021-07-04 01:50:00,19.65,88.22
2021-07-04 02:00:00,19.56,88.51
2021-07-04 02:10:00,19.54,88.22
2021-07-04 02:20:00,19.55,87.64
2021-07-04 02:30:00,19.53,88.22
2021-07-04 02:40:00,19.52,88.51
2021-07-04 02:50:00,19.54,88.51
2021-07-04 03:00:00,19.58,87.93
2021-07-04 03:10:00,19.6,87.93
2021-07-04 03:20:00,19.57,88.22
2021-07-04 03:30:00,19.57,87.64
2021-07-04 03:40:00,19.55,87.64
2021-07-04 03:50:00,19.5,87.35
2021-07-04 04:00:00,19.43,87.35
2021-07-04 04:10:00,19.34,87.64
2021-07-04 04:20:00,19.3,88.22
2021-07-04 04:30:00,19.3,88.51
2021-07-04 04:40:00,19.36,88.22
2021-07-04 04:50:00,19.45,87.64
2021-07-04 05:00:00,19.53,87.64
2021-07-04 05:10:00,19.59,86.77
2021-07-04 05:20:00,19.65,86.48
2021-07-04 05:30:00,19.69,85.02
2021-07-04 05:40:00,19.73,84.15
2021-07-04 05:50:00,19.81,83.28
2021-07-04 06:00:00,19.9,81.83
2021-07-04 06:10:00,19.95,80.37
2021-07-04 06:20:00,19.92,79.5
2021-07-04 06:30:00,19.87,79.21
2021-07-04 06:40:00,19.79,79.5
2021-07-04 06:50:00,19.74,81.25
2021-07-04 07:00:00,19.78,80.08
2021-07-04 07:10:00,19.94,77.76
2021-07-04 07:20:00,20.12,76.89
2021-07-04 07:30:00,20.18,80.08
2021-07-04 07:40:00,20.2,80.08
2021-07-04 07:50:00,20.26,80.37
2021-07-04 08:00:00,20.5,79.5
2021-07-04 08:10:00,21.19,76.89
2021-07-04 08:20:00,21.82,75.14
2021-07-04 08:30:00,21.92,74.56
2021-07-04 08:40:00,21.87,75.72
2021-07-04 08:50:00,22.32,72.31
2021-07-04 09:00:00,23.67,66.44
2021-07-04 09:10:00,23.81,65.04
2021-07-04 09:20:00,23.8,65.32
2021-07-04 09:30:00,23.77,65.32
2021-07-04 09:40:00,23.91,62.8
2021-07-04 09:50:00,25.04,57.04
2021-07-04 10:00:00,25.14,56.5
2021-07-04 10:10:00,25.22,58.38
2021-07-04 10:20:00,25.91,55.96
2021-07-04 10:30:00,26.31,54.35
2021-07-04 10:40:00,25.64,55.43
2021-07-04 10:50:00,25.25,55.69
2021-07-04 11:00:00,25.67,54.62
2021-07-04 11:10:00,25.12,62.52
2021-07-04 11:20:00,24.38,67.27
2021-07-04 11:30:00,23.62,71.75
2021-07-04 11:40:00,22.94,75.43
2021-07-04 11:50:00,22.23,78.92
2021-07-04 12:00:00,21.77,84.44
2021-07-04 12:10:00,21.34,85.89
2021-07-04 12:20:00,20.88,85.89
2021-07-04 12:30:00,20.57,88.22
2021-07-04 12:40:00,20.42,90.6
2021-07-04 12:50:00,21.05,88.51
2021-07-04 13:00:00,21.88,80.08
2021-07-04 13:10:00,22.41,79.21
2021-07-04 13:20:00,22.93,76.89
2021-07-04 13:30:00,23.17,71.75
2021-07-04 13:40:00,23.34,69.79
2021-07-04 13:50:00,23.5,72.03
2021-07-04 14:00:00,24.02,70.63
2021-07-04 14:10:00,24.33,63.92
2021-07-04 14:20:00,24.55,65.04
2021-07-04 14:30:00,24.85,61.96
2021-07-04 14:40:00,24.6,64.2
