TIMESTAMP,Ta,RH
2021-06-28 10:00:00,24.8,68.6
2021-06-28 10:10:00,25.09,66.39
2021-06-28 10:20:00,25.54,67.22
2021-06-28 10:30:00,26.0,61.96
2021-06-28 10:40:00,26.44,60.38
2021-06-28 10:50:00,26.81,60.12
2021-06-28 11:00:00,27.38,62.51
2021-06-28 11:10:00,28.28,59.33
2021-06-28 11:20:00,28.98,53.27
2021-06-28 11:30:00,29.4,51.69
2021-06-28 11:40:00,29.65,51.69
2021-06-28 11:50:00,29.75,52.22
2021-06-28 12:00:00,29.73,51.69
2021-06-28 12:10:00,29.67,51.96
2021-06-28 12:20:00,29.75,49.32
2021-06-28 12:30:00,29.88,50.64
2021-06-28 12:40:00,30.07,47.29
2021-06-28 12:50:00,30.31,49.85
2021-06-28 13:00:00,27.44,54.06
2021-06-28 13:10:00,26.26,58.8
2021-06-28 13:20:00,25.28,59.85
2021-06-28 13:30:00,24.8,61.17
2021-06-28 13:40:00,24.82,61.17
2021-06-28 13:50:00,25.12,60.38
2021-06-28 14:00:00,24.82,62.51
2021-06-28 14:10:00,24.24,63.89
2021-06-28 14:20:00,24.4,63.62
2021-06-28 14:30:00,24.28,63.89
2021-06-28 14:40:00,24.22,63.34
2021-06-28 14:50:00,24.11,65.28
2021-06-28 15:00:00,24.12,65.28
2021-06-28 15:10:00,24.43,65.28
2021-06-28 15:20:00,24.35,66.66
2021-06-28 15:30:00,24.38,66.11
2021-06-28 15:40:00,24.39,66.39
2021-06-28 15:50:00,24.42,67.49000000000001
2021-06-28 16:00:00,24.63,66.39
2021-06-28 16:10:00,24.57,66.11
2021-06-28 16:20:00,24.47,66.94
2021-06-28 16:30:00,24.34,67.49000000000001
2021-06-28 16:40:00,24.28,66.94
2021-06-28 16:50:00,24.68,64.45
2021-06-28 17:00:00,24.95,64.45
2021-06-28 17:10:00,24.78,66.11
2021-06-28 17:20:00,24.62,65.56
2021-06-28 17:30:00,24.24,66.94
2021-06-28 17:40:00,23.81,69.16
2021-06-28 17:50:00,23.71,65.83
2021-06-28 18:00:00,23.6,66.11
2021-06-28 18:10:00,23.39,68.6
2021-06-28 18:20:00,23.23,71.1
2021-06-28 18:30:00,23.07,73.31
2021-06-28 18:40:00,22.61,77.82
2021-06-28 18:50:00,22.41,78.98
2021-06-28 19:00:00,22.36,76.95
2021-06-28 19:10:00,22.41,76.95
2021-06-28 19:20:00,22.37,79.56
2021-06-28 19:30:00,21.8,82.47
2021-06-28 19:40:00,21.27,84.51
2021-06-28 19:50:00,20.84,86.54
2021-06-28 20:00:00,20.53,87.41
2021-06-28 20:10:00,20.22,89.16
2021-06-28 20:20:00,19.95,90.03
2021-06-28 20:30:00,19.7,91.2
2021-06-28 20:40:00,19.5,91.81
2021-06-28 20:50:00,19.42,92.42
2021-06-28 21:00:00,19.33,92.42
2021-06-28 21:10:00,19.2,93.02
2021-06-28 21:20:00,19.08,93.33
2021-06-28 21:30:00,18.97,93.94
2021-06-28 21:40:00,18.869999999999997,94.55
2021-06-28 21:50:00,18.75,94.85
2021-06-28 22:00:00,18.57,95.76
2021-06-28 22:10:00,18.439999999999998,96.37
2021-06-28 22:20:00,18.369999999999997,96.68
2021-06-28 22:30:00,18.34,96.68
2021-06-28 22:40:00,18.23,96.98
2021-06-28 22:50:00,18.33,96.68
2021-06-28 23:00:00,18.439999999999998,96.07
2021-06-28 23:10:00,18.57,95.46
2021-06-28 23:20:00,18.64,95.46
2021-06-28 23:30:00,18.689999999999998,94.85
2021-06-28 23:40:00,18.72,94.55
2021-06-28 23:50:00,18.78,94.55
2021-06-29 00:00:00,18.85,93.94
2021-06-29 00:10:00,18.810000000000002,94.24
2021-06-29 00:20:00,18.71,95.16
2021-06-29 00:30:00,18.630000000000003,95.46
2021-06-29 00:40:00,18.71,95.16
2021-06-29 00:50:00,18.810000000000002,94.55
2021-06-29 01:00:00,18.89,93.63
2021-06-29 01:10:00,18.93,93.63
2021-06-29 01:20:00,18.95,93.02
2021-06-29 01:30:00,19.07,92.72
2021-06-29 01:40:00,19.08,92.42
2021-06-29 01:50:00,19.119999999999997,91.5
2021-06-29 02:00:00,19.130000000000003,90.9
2021-06-29 02:10:00,19.09,90.61
2021-06-29 02:20:00,19.03,89.45
2021-06-29 02:30:00,18.939999999999998,89.74
2021-06-29 02:40:00,18.84,89.45
2021-06-29 02:50:00,18.67,89.45
2021-06-29 03:00:00,18.42,89.74
2021-06-29 03:10:00,18.189999999999998,90.61
2021-06-29 03:20:00,18.02,91.2
2021-06-29 03:30:00,17.97,91.81
2021-06-29 03:40:00,17.96,92.42
2021-06-29 03:50:00,17.939999999999998,92.72
2021-06-29 04:00:00,17.880000000000003,92.72
2021-06-29 04:10:00,17.82,93.02
2021-06-29 04:20:00,17.78,93.63
2021-06-29 04:30:00,17.82,93.63
2021-06-29 04:40:00,17.89,93.63
2021-06-29 04:50:00,18.03,93.33
2021-06-29 05:00:00,18.189999999999998,92.72
2021-06-29 05:10:00,18.35,92.11
2021-06-29 05:20:00,18.58,90.9
2021-06-29 05:30:00,19.58,84.8
2021-06-29 05:40:00,20.43,81.31
2021-06-29 05:50:00,20.71,80.44
2021-06-29 06:00:00,20.05,83.05
2021-06-29 06:10:00,20.05,81.6
2021-06-29 06:20:00,19.990000000000002,81.89
2021-06-29 06:30:00,19.86,83.05
2021-06-29 06:40:00,19.6,83.05
2021-06-29 06:50:00,19.54,81.6
2021-06-29 07:00:00,19.57,83.63
2021-06-29 07:10:00,19.68,82.76
2021-06-29 07:20:00,19.72,82.76
2021-06-29 07:30:00,19.79,81.6
2021-06-29 07:40:00,19.89,80.44
2021-06-29 07:50:00,20.02,79.56
2021-06-29 08:00:00,20.23,78.11
2021-06-29 08:10:00,20.37,76.37
2021-06-29 08:20:00,20.59,76.66
2021-06-29 08:30:00,20.77,76.66
2021-06-29 08:40:00,21.4,73.03
2021-06-29 08:50:00,22.09,71.1
