TIMESTAMP,Ta,RH
2021-06-28 10:00:00,34.8,78.6
2021-06-28 10:10:00,35.09,76.39
2021-06-28 10:20:00,35.54,77.22
2021-06-28 10:30:00,36.0,71.96000000000001
2021-06-28 10:40:00,36.44,70.38
2021-06-28 10:50:00,36.81,70.12
2021-06-28 11:00:00,37.379999999999995,72.50999999999999
2021-06-28 11:10:00,38.28,69.33
2021-06-28 11:20:00,38.980000000000004,63.27
2021-06-28 11:30:00,39.4,61.69
2021-06-28 11:40:00,39.65,61.69
2021-06-28 11:50:00,39.75,62.22
2021-06-28 12:00:00,39.730000000000004,61.69
2021-06-28 12:10:00,39.67,61.96
2021-06-28 12:20:00,39.75,59.32
2021-06-28 12:30:00,39.879999999999995,60.64
2021-06-28 12:40:00,40.07,57.29
2021-06-28 12:50:00,40.31,59.85
2021-06-28 13:00:00,37.44,64.06
2021-06-28 13:10:00,36.260000000000005,68.8
2021-06-28 13:20:00,35.28,69.85
2021-06-28 13:30:00,34.8,71.17
2021-06-28 13:40:00,34.82,71.17
2021-06-28 13:50:00,35.120000000000005,70.38
2021-06-28 14:00:00,34.82,72.50999999999999
2021-06-28 14:10:00,34.239999999999995,73.89
2021-06-28 14:20:00,34.4,73.62
2021-06-28 14:30:00,34.28,73.89
2021-06-28 14:40:00,34.22,73.34
2021-06-28 14:50:00,34.11,75.28
2021-06-28 15:00:00,34.120000000000005,75.28
2021-06-28 15:10:00,34.43,75.28
2021-06-28 15:20:00,34.35,76.66
2021-06-28 15:30:00,34.379999999999995,76.11
2021-06-28 15:40:00,34.39,76.39
2021-06-28 15:50:00,34.42,77.49000000000001
2021-06-28 16:00:00,34.629999999999995,76.39
2021-06-28 16:10:00,34.57,76.11
2021-06-28 16:20:00,34.47,76.94
2021-06-28 16:30:00,34.34,77.49000000000001
2021-06-28 16:40:00,34.28,76.94
2021-06-28 16:50:00,34.68,74.45
2021-06-28 17:00:00,34.95,74.45
2021-06-28 17:10:00,34.78,76.11
2021-06-28 17:20:00,34.620000000000005,75.56
2021-06-28 17:30:00,34.239999999999995,76.94
2021-06-28 17:40:00,33.81,79.16
2021-06-28 17:50:00,33.71,75.83
2021-06-28 18:00:00,33.6,76.11
2021-06-28 18:10:00,33.39,78.6
2021-06-28 18:20:00,33.230000000000004,81.1
2021-06-28 18:30:00,33.07,83.31
2021-06-28 18:40:00,32.61,87.82
2021-06-28 18:50:00,32.41,88.98
2021-06-28 19:00:00,32.36,86.95
2021-06-28 19:10:00,32.41,86.95
2021-06-28 19:20:00,32.370000000000005,89.56
2021-06-28 19:30:00,31.8,92.47
2021-06-28 19:40:00,31.27,94.51
2021-06-28 19:50:00,30.84,96.54
2021-06-28 20:00:00,30.53,97.41
2021-06-28 20:10:00,30.22,99.16
2021-06-28 20:20:00,29.95,100.03
2021-06-28 20:30:00,29.7,101.2
2021-06-28 20:40:00,29.5,101.81
2021-06-28 20:50:00,29.42,102.42
2021-06-28 21:00:00,29.33,102.42
2021-06-28 21:10:00,29.2,103.02
2021-06-28 21:20:00,29.08,103.33
2021-06-28 21:30:00,28.97,103.94
2021-06-28 21:40:00,28.869999999999997,104.55
2021-06-28 21:50:00,28.75,104.85
