,Ta,RH
2021-06-30 00:00:00,15.5,85.91
2021-06-30 00:10:00,15.32,86.47
2021-06-30 00:20:00,15.21,86.75
2021-06-30 00:30:00,15.06,87.33
2021-06-30 00:40:00,14.92,87.91
2021-06-30 00:50:00,14.82,87.62
2021-06-30 01:00:00,14.61,87.91
2021-06-30 01:10:00,14.44,87.91
2021-06-30 01:20:00,14.34,88.2
2021-06-30 01:30:00,14.21,88.77
2021-06-30 01:40:00,14.1,88.77
2021-06-30 01:50:00,14.06,89.06
2021-06-30 02:00:00,14.06,89.06
2021-06-30 02:10:00,14.02,89.93
2021-06-30 02:20:00,13.88,90.51
2021-06-30 02:30:00,13.81,90.8
2021-06-30 02:40:00,13.78,91.09
2021-06-30 02:50:00,13.79,91.09
2021-06-30 03:00:00,13.82,90.51
2021-06-30 03:10:00,13.82,90.51
2021-06-30 03:20:00,13.79,90.51
2021-06-30 03:30:00,13.78,90.8
2021-06-30 03:40:00,13.73,90.51
2021-06-30 03:50:00,13.68,91.09
2021-06-30 04:00:00,13.63,90.8
2021-06-30 04:10:00,13.63,90.22
2021-06-30 04:20:00,13.65,89.93
2021-06-30 04:30:00,13.64,90.22
2021-06-30 04:40:00,13.64,89.64
2021-06-30 04:50:00,13.57,90.22
2021-06-30 05:00:00,13.54,90.22
2021-06-30 05:10:00,13.49,89.64
2021-06-30 05:20:00,13.42,89.64
2021-06-30 05:30:00,13.36,90.22
2021-06-30 05:40:00,13.39,90.22
2021-06-30 05:50:00,13.52,90.22
2021-06-30 06:00:00,13.7,89.93
2021-06-30 06:10:00,13.92,89.06
2021-06-30 06:20:00,14.13,88.49
2021-06-30 06:30:00,14.32,87.33
2021-06-30 06:40:00,14.54,85.08
2021-06-30 06:50:00,14.71,83.68
2021-06-30 07:00:00,15.28,78.95
2021-06-30 07:10:00,16.23,73.95
2021-06-30 07:20:00,17.09,70.68
2021-06-30 07:30:00,17.34,70.95
2021-06-30 07:40:00,17.34,70.41
2021-06-30 07:50:00,17.47,70.95
2021-06-30 08:00:00,17.72,70.95
2021-06-30 08:10:00,18.19,69.61
2021-06-30 08:20:00,18.53,69.88
2021-06-30 08:30:00,18.77,70.14
2021-06-30 08:40:00,18.78,70.95
2021-06-30 08:50:00,18.78,70.68
2021-06-30 09:00:00,18.97,69.34
2021-06-30 09:10:00,19.2,68.01
2021-06-30 09:20:00,19.54,66.14
2021-06-30 09:30:00,19.89,65.07
2021-06-30 09:40:00,20.27,63.46
2021-06-30 09:50:00,21.1,61.06
2021-06-30 10:00:00,21.92,58.4
2021-06-30 10:10:00,22.62,56.35
2021-06-30 10:20:00,22.7,56.35
2021-06-30 10:30:00,23.22,54.3
2021-06-30 10:40:00,23.64,53.28
2021-06-30 10:50:00,23.75,52.25
2021-06-30 11:00:00,23.69,52.51
2021-06-30 11:10:00,23.98,51.48
2021-06-30 11:20:00,24.12,50.72
2021-06-30 11:30:00,24.54,48.92
2021-06-30 11:40:00,24.96,47.64
2021-06-30 11:50:00,25.47,46.62
2021-06-30 12:00:00,25.44,49.69
2021-06-30 12:10:00,24.27,54.05
2021-06-30 12:20:00,23.47,54.3
2021-06-30 12:30:00,23.55,52.51
2021-06-30 12:40:00,23.39,54.05
2021-06-30 12:50:00,23.26,54.56
2021-06-30 13:00:00,23.33,53.53
2021-06-30 13:10:00,23.35,55.33
2021-06-30 13:20:00,23.17,54.81
