,Ta,RH
2021-06-30 00:00:00,14.6,92.5
2021-06-30 00:10:00,14.53,93.67
2021-06-30 00:20:00,14.46,94.26
2021-06-30 00:30:00,14.45,94.84
2021-06-30 00:40:00,14.51,93.96
2021-06-30 00:50:00,14.54,93.67
2021-06-30 01:00:00,14.54,92.79
2021-06-30 01:10:00,14.47,92.5
2021-06-30 01:20:00,14.35,92.79
2021-06-30 01:30:00,14.26,92.5
2021-06-30 01:40:00,14.17,92.79
2021-06-30 01:50:00,14.09,93.09
2021-06-30 02:00:00,14.02,93.38
2021-06-30 02:10:00,13.94,93.09
2021-06-30 02:20:00,13.84,93.67
2021-06-30 02:30:00,13.78,93.96
2021-06-30 02:40:00,13.65,94.84
2021-06-30 02:50:00,13.58,95.14
2021-06-30 03:00:00,13.57,95.43
2021-06-30 03:10:00,13.6,95.43
2021-06-30 03:20:00,13.63,95.14
2021-06-30 03:30:00,13.66,94.84
2021-06-30 03:40:00,13.64,94.84
2021-06-30 03:50:00,13.61,94.84
2021-06-30 04:00:00,13.59,94.55
2021-06-30 04:10:00,13.56,94.26
2021-06-30 04:20:00,13.52,94.55
2021-06-30 04:30:00,13.48,95.14
2021-06-30 04:40:00,13.49,95.14
2021-06-30 04:50:00,13.54,94.55
2021-06-30 05:00:00,13.56,94.55
2021-06-30 05:10:00,13.57,94.84
2021-06-30 05:20:00,13.67,93.67
2021-06-30 05:30:00,13.71,93.38
2021-06-30 05:40:00,13.85,93.38
2021-06-30 05:50:00,13.95,92.79
2021-06-30 06:00:00,14.05,92.79
2021-06-30 06:10:00,14.2,91.92
2021-06-30 06:20:00,14.33,90.16
2021-06-30 06:30:00,14.46,88.99
2021-06-30 06:40:00,14.69,86.66
2021-06-30 06:50:00,14.83,86.1
2021-06-30 07:00:00,15.04,83.56
2021-06-30 07:10:00,15.38,81.59
2021-06-30 07:20:00,16.08,74.55
2021-06-30 07:30:00,16.55,72.31
2021-06-30 07:40:00,16.87,71.23
2021-06-30 07:50:00,17.24,72.04
2021-06-30 08:00:00,17.36,71.77
2021-06-30 08:10:00,17.77,69.88
2021-06-30 08:20:00,18.15,69.88
2021-06-30 08:30:00,18.36,72.04
2021-06-30 08:40:00,18.45,72.04
2021-06-30 08:50:00,18.53,73.14
2021-06-30 09:00:00,18.73,72.31
2021-06-30 09:10:00,18.79,70.69
2021-06-30 09:20:00,18.87,70.96
2021-06-30 09:30:00,19.24,71.23
2021-06-30 09:40:00,19.52,69.61
2021-06-30 09:50:00,20.02,68.25
2021-06-30 10:00:00,20.4,66.36
2021-06-30 10:10:00,20.64,65.55
2021-06-30 10:20:00,21.1,62.84
2021-06-30 10:30:00,21.51,62.84
2021-06-30 10:40:00,21.98,60.14
