,Ta,RH
2021-06-30 00:00:00,15.09,90.6
2021-06-30 00:10:00,15.12,90.32
2021-06-30 00:20:00,15.17,90.03
2021-06-30 00:30:00,15.18,89.75
2021-06-30 00:40:00,15.14,89.46
2021-06-30 00:50:00,15.0,89.46
2021-06-30 01:00:00,14.78,89.75
2021-06-30 01:10:00,14.57,90.6
2021-06-30 01:20:00,14.41,90.6
2021-06-30 01:30:00,14.32,90.89
2021-06-30 01:40:00,14.26,90.89
2021-06-30 01:50:00,14.21,91.17
2021-06-30 02:00:00,14.14,91.46
2021-06-30 02:10:00,14.11,91.74
2021-06-30 02:20:00,14.09,91.46
2021-06-30 02:30:00,14.03,92.03
2021-06-30 02:40:00,13.94,92.31
2021-06-30 02:50:00,13.86,92.6
2021-06-30 03:00:00,13.86,92.88
2021-06-30 03:10:00,13.88,93.17
2021-06-30 03:20:00,13.91,92.88
2021-06-30 03:30:00,13.9,92.88
2021-06-30 03:40:00,13.82,92.6
2021-06-30 03:50:00,13.8,92.03
2021-06-30 04:00:00,13.78,92.03
2021-06-30 04:10:00,13.77,92.31
2021-06-30 04:20:00,13.79,92.6
2021-06-30 04:30:00,13.88,91.74
2021-06-30 04:40:00,13.99,91.74
2021-06-30 04:50:00,14.01,91.17
2021-06-30 05:00:00,13.97,91.46
2021-06-30 05:10:00,13.95,91.46
2021-06-30 05:20:00,13.99,90.89
2021-06-30 05:30:00,13.96,90.89
2021-06-30 05:40:00,14.0,90.89
2021-06-30 05:50:00,14.11,90.03
2021-06-30 06:00:00,14.18,90.32
2021-06-30 06:10:00,14.31,89.18
2021-06-30 06:20:00,14.45,88.32
2021-06-30 06:30:00,14.63,86.9
2021-06-30 06:40:00,14.84,85.52
2021-06-30 06:50:00,15.26,82.49
2021-06-30 07:00:00,15.44,81.11
2021-06-30 07:10:00,15.68,78.36
2021-06-30 07:20:00,16.31,75.05
2021-06-30 07:30:00,16.32,74.5
2021-06-30 07:40:00,16.76,72.85
2021-06-30 07:50:00,17.18,71.52
2021-06-30 08:00:00,17.46,70.99
2021-06-30 08:10:00,17.79,70.45
2021-06-30 08:20:00,17.98,70.45
2021-06-30 08:30:00,18.07,71.78
2021-06-30 08:40:00,18.12,72.85
2021-06-30 08:50:00,18.3,72.05
2021-06-30 09:00:00,18.52,71.25
2021-06-30 09:10:00,18.77,71.25
2021-06-30 09:20:00,18.89,70.99
2021-06-30 09:30:00,18.97,70.45
2021-06-30 09:40:00,19.48,69.13
2021-06-30 09:50:00,19.86,67.53
2021-06-30 10:00:00,19.99,67.27
2021-06-30 10:10:00,20.28,66.47
2021-06-30 10:20:00,20.71,64.08
2021-06-30 10:30:00,21.05,63.55
2021-06-30 10:40:00,21.79,58.53
2021-06-30 10:50:00,22.14,59.04
2021-06-30 11:00:00,22.3,59.3
2021-06-30 11:10:00,22.16,60.9
2021-06-30 11:20:00,21.97,61.16
2021-06-30 11:30:00,21.98,59.83
2021-06-30 11:40:00,21.72,60.63
2021-06-30 11:50:00,21.89,57.76
2021-06-30 12:00:00,22.32,57.25
2021-06-30 12:10:00,22.03,58.02
2021-06-30 12:20:00,22.54,56.74
2021-06-30 12:30:00,22.01,58.53
2021-06-30 12:40:00,21.97,58.02
2021-06-30 12:50:00,22.17,56.99
2021-06-30 13:00:00,22.05,57.25
2021-06-30 13:10:00,21.86,58.27
2021-06-30 13:20:00,21.58,60.9
2021-06-30 13:30:00,22.28,58.78
2021-06-30 13:40:00,21.95,58.53
2021-06-30 13:50:00,21.58,61.16
2021-06-30 14:00:00,21.69,60.1
2021-06-30 14:10:00,21.37,60.9
2021-06-30 14:20:00,20.75,64.61
2021-06-30 14:30:00,20.33,65.67
2021-06-30 14:40:00,20.33,64.88
2021-06-30 14:50:00,20.48,63.28
2021-06-30 15:00:00,20.14,64.61
2021-06-30 15:10:00,20.0,65.41
2021-06-30 15:20:00,19.83,65.94
2021-06-30 15:30:00,19.94,64.88
2021-06-30 15:40:00,20.05,65.14
2021-06-30 15:50:00,19.99,65.14
2021-06-30 16:00:00,19.88,65.67
2021-06-30 16:10:00,19.91,64.61
2021-06-30 16:20:00,20.14,64.35
2021-06-30 16:30:00,20.17,64.88
2021-06-30 16:40:00,19.78,67.27
2021-06-30 16:50:00,19.67,66.21
2021-06-30 17:00:00,19.64,65.94
2021-06-30 17:10:00,19.69,65.94
2021-06-30 17:20:00,19.63,66.74
2021-06-30 17:30:00,19.41,67.27
2021-06-30 17:40:00,19.36,67.27
2021-06-30 17:50:00,19.41,67.0
2021-06-30 18:00:00,19.32,67.27
2021-06-30 18:10:00,19.32,66.74
2021-06-30 18:20:00,19.28,66.47
2021-06-30 18:30:00,19.27,67.0
2021-06-30 18:40:00,19.32,66.74
2021-06-30 18:50:00,19.35,67.0
2021-06-30 19:00:00,19.36,67.27
2021-06-30 19:10:00,19.35,67.27
2021-06-30 19:20:00,19.33,67.0
2021-06-30 19:30:00,19.31,67.27
2021-06-30 19:40:00,19.25,67.53
2021-06-30 19:50:00,19.09,68.6
2021-06-30 20:00:00,18.99,69.39
2021-06-30 20:10:00,18.92,69.66
2021-06-30 20:20:00,18.85,70.19
2021-06-30 20:30:00,18.78,70.72
2021-06-30 20:40:00,18.7,71.25
2021-06-30 20:50:00,18.57,72.05
2021-06-30 21:00:00,18.45,72.58
2021-06-30 21:10:00,18.34,73.4
2021-06-30 21:20:00,18.19,73.4
2021-06-30 21:30:00,18.05,73.68
2021-06-30 21:40:00,17.89,73.68
2021-06-30 21:50:00,17.76,74.23
2021-06-30 22:00:00,17.62,74.78
2021-06-30 22:10:00,17.52,75.33
2021-06-30 22:20:00,17.42,75.88
2021-06-30 22:30:00,17.32,75.88
2021-06-30 22:40:00,17.27,76.15
2021-06-30 22:50:00,17.19,76.15
2021-06-30 23:00:00,17.14,76.43
2021-06-30 23:10:00,17.06,76.98
2021-06-30 23:20:00,16.97,76.7
2021-06-30 23:30:00,16.9,76.98
2021-06-30 23:40:00,16.83,76.7
2021-06-30 23:50:00,16.77,77.26
2021-07-01 00:00:00,16.66,78.08
2021-07-01 00:10:00,16.57,77.81
2021-07-01 00:20:00,16.56,77.26
2021-07-01 00:30:00,16.52,77.53
2021-07-01 00:40:00,16.53,77.26
2021-07-01 00:50:00,16.55,77.26
2021-07-01 01:00:00,16.52,76.98
