Time	Temperature	Humidity
[Red - 1/1]	°C	%RH
2021-06-14 09:34:00	21,92	83,31
2021-06-14 09:44:00	21,87	56,37
2021-06-14 09:54:00	21,82	55,87
2021-06-14 10:04:00	21,79	55,87
2021-06-14 10:14:00	21,84	56,12
2021-06-14 10:24:00	21,88	56,12
2021-06-14 10:34:00	22,10	55,36
2021-06-14 10:44:00	22,07	55,36
2021-06-14 10:54:00	22,06	54,86
2021-06-14 11:04:00	22,07	54,86
2021-06-14 11:14:00	22,05	54,60
2021-06-14 11:24:00	22,02	54,60
2021-06-14 11:34:00	22,00	54,60
2021-06-14 11:44:00	21,98	54,60
2021-06-14 11:54:00	21,96	54,86
2021-06-14 12:04:00	19,99	37,97
2021-06-14 12:14:00	17,92	33,12
2021-06-14 12:24:00	16,14	30,30
2021-06-14 12:34:00	14,95	33,35
2021-06-14 12:44:00	14,16	36,99
2021-06-14 12:54:00	13,62	41,14
2021-06-14 13:04:00	13,24	45,77
2021-06-14 13:14:00	12,70	43,09
2021-06-14 13:24:00	11,81	37,24
2021-06-14 13:34:00	11,10	38,21
2021-06-14 13:44:00	10,70	41,87
2021-06-14 13:54:00	10,48	44,55
2021-06-14 14:04:00	10,38	47,53
2021-06-14 14:14:00	10,34	49,55
2021-06-14 14:24:00	10,04	47,27
2021-06-14 14:34:00	9,47	41,63
2021-06-14 14:44:00	9,04	44,31
2021-06-14 14:54:00	8,85	47,53
2021-06-14 15:04:00	8,80	49,55
2021-06-14 15:14:00	8,83	51,32
2021-06-14 15:24:00	8,90	53,84
2021-06-14 15:34:00	11,73	93,26
2021-06-14 15:44:00	13,44	89,07
2021-06-14 15:54:00	14,76	85,74
2021-06-14 16:04:00	15,65	81,69
2021-06-14 16:14:00	16,37	78,98
2021-06-14 16:24:00	16,97	76,82
2021-06-14 16:34:00	17,48	74,92
2021-06-14 16:44:00	17,91	73,57
2021-06-14 16:54:00	18,28	71,97
2021-06-14 17:04:00	18,60	70,92
2021-06-14 17:14:00	18,88	69,88
2021-06-14 17:24:00	19,13	69,09
2021-06-14 17:34:00	19,35	68,57
2021-06-14 17:44:00	19,54	67,78
2021-06-14 17:54:00	19,71	67,26
2021-06-14 18:04:00	19,86	66,74
2021-06-14 18:14:00	20,02	65,95
2021-06-14 18:24:00	20,16	65,17
2021-06-14 18:34:00	20,27	64,38
2021-06-14 18:44:00	20,36	63,60
2021-06-14 18:54:00	20,43	62,81
2021-06-14 19:04:00	20,50	62,03
2021-06-14 19:14:00	20,56	61,51
2021-06-14 19:24:00	20,62	60,98
2021-06-14 19:34:00	20,66	60,20
2021-06-14 19:44:00	20,70	59,94
2021-06-14 19:54:00	20,73	59,15
2021-06-14 20:04:00	20,75	58,39
2021-06-14 20:14:00	20,77	57,89
2021-06-14 20:24:00	20,79	57,64
2021-06-14 20:34:00	20,81	57,13
2021-06-14 20:44:00	20,82	56,88
2021-06-14 20:54:00	20,82	56,62
2021-06-14 21:04:00	20,83	55,87
2021-06-14 21:14:00	20,83	54,86
2021-06-14 21:24:00	20,82	54,10
2021-06-14 21:34:00	20,82	53,09
2021-06-14 21:44:00	20,81	52,58
2021-06-14 21:54:00	20,81	52,58
2021-06-14 22:04:00	20,81	52,58
2021-06-14 22:14:00	20,81	52,33
2021-06-14 22:24:00	20,81	52,33
2021-06-14 22:34:00	20,80	52,33
2021-06-14 22:44:00	20,80	52,08
2021-06-14 22:54:00	20,79	51,57
2021-06-14 23:04:00	20,78	51,57
2021-06-14 23:14:00	20,77	51,57
2021-06-14 23:24:00	20,76	51,06
2021-06-14 23:34:00	20,75	51,06
2021-06-14 23:44:00	20,74	50,81
2021-06-14 23:54:00	20,73	50,81
2021-06-15 00:04:00	20,72	50,56
2021-06-15 00:14:00	20,71	50,56
2021-06-15 00:24:00	20,71	50,31
2021-06-15 00:34:00	20,70	50,05
2021-06-15 00:44:00	20,69	50,31
2021-06-15 00:54:00	20,68	50,05
2021-06-15 01:04:00	20,67	50,05
2021-06-15 01:14:00	20,66	50,05
2021-06-15 01:24:00	20,65	49,80
2021-06-15 01:34:00	20,64	49,80
2021-06-15 01:44:00	20,63	49,55
2021-06-15 01:54:00	20,63	49,80
2021-06-15 02:04:00	20,61	49,29
2021-06-15 02:14:00	20,61	49,29
2021-06-15 02:24:00	20,60	49,29
2021-06-15 02:34:00	20,60	49,29
2021-06-15 02:44:00	20,59	49,29
2021-06-15 02:54:00	20,58	49,29
2021-06-15 03:04:00	20,57	49,29
2021-06-15 03:14:00	20,56	49,29
2021-06-15 03:24:00	20,56	49,04
2021-06-15 03:34:00	20,55	49,04
2021-06-15 03:44:00	20,54	49,04
2021-06-15 03:54:00	20,54	49,04
