Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
21258,2021,182,0000,2021-07-01 00:00:00,76.13,2.339,2.547,2.757,16.38,71.45,1004,0.0,0.0,4.103,2.819,301.7644221483621,-85.1,0,0,0,0,0,0,0,
21259,2021,182,0010,2021-07-01 00:10:00,79.6,2.65,2.935,3.217,16.3,71.88,1004,0.0,0.0,3.556,2.309,306.1262696689702,-80.2,0,0,0,0,0,0,0,
21260,2021,182,0020,2021-07-01 00:20:00,89.8,2.758,3.095,3.436,16.3,71.07,1004,0.0,0.0,3.202,1.96,307.9244221483621,-78.94,0,0,0,0,0,0,0,
21261,2021,182,0030,2021-07-01 00:30:00,80.6,3.351,3.635,3.913,16.3,70.44,1004,0.0,0.0,2.797,1.605,324.98313666684055,-62.42,0,0,0,0,0,0,0,
21262,2021,182,0040,2021-07-01 00:40:00,82.3,2.482,2.762,3.038,16.3,70.64,1004,0.0,0.0,3.72,2.381,323.03313666684056,-64.37,0,0,0,0,0,0,0,
21263,2021,182,0050,2021-07-01 00:50:00,79.81,2.801,3.067,3.357,16.3,71.08,1004,0.0,0.0,3.789,2.555,310.8544221483621,-76.01,0,0,0,0,0,0,0,
21264,2021,182,0100,2021-07-01 01:00:00,77.41,2.791,3.058,3.328,16.23,71.22,1004,0.0,0.0,3.975,2.633,304.7644221483621,-82.1,0,0,0,0,0,0,0,
21265,2021,182,0110,2021-07-01 01:10:00,77.11,2.904,3.237,3.549,16.16,71.14,1004,0.0,0.0,3.678,2.527,300.92626966897024,-85.4,0,0,0,0,0,0,0,
21266,2021,182,0120,2021-07-01 01:20:00,69.03,3.112,3.455,3.767,16.07,71.39,1004,0.0,0.0,3.865,2.605,300.48867883761255,-85.3,0,0,0,0,0,0,0,
21267,2021,182,0130,2021-07-01 01:30:00,61.22,2.971,3.308,3.656,15.93,71.92,1004,0.0,0.0,3.815,2.567,300.451649263374,-84.8,0,0,0,0,0,0,0,
21268,2021,182,0140,2021-07-01 01:40:00,61.24,2.635,3.007,3.382,15.74,72.31,1003,0.0,0.0,4.316,3.027,297.27927232327124,-86.9,0,0,0,0,0,0,0,
21269,2021,182,0150,2021-07-01 01:50:00,71.62,2.752,3.14,3.524,15.56,72.42,1003,0.0,0.0,4.206,2.897,296.50913572405943,-86.6,0,0,0,0,0,0,0,
21270,2021,182,0200,2021-07-01 02:00:00,67.57,3.038,3.356,3.667,15.44,72.5,1003,0.0,0.0,3.891,2.625,295.37490657644446,-87.2,0,0,0,0,0,0,0,
21271,2021,182,0210,2021-07-01 02:10:00,64.85,2.773,3.129,3.484,15.29,72.62,1003,0.0,0.0,3.962,2.713,294.64123634331236,-87.4,0,0,0,0,0,0,0,
21272,2021,182,0220,2021-07-01 02:20:00,64.71,3.174,3.551,3.897,15.15,72.87,1003,0.0,0.0,4.015,2.724,293.57557106078184,-87.4,0,0,0,0,0,0,0,
21273,2021,182,0230,2021-07-01 02:30:00,70.49,3.533,3.928,4.307,15.0,73.2,1003,0.0,0.0,4.055,2.704,292.84357523186554,-87.6,0,0,0,0,0,0,0,
21274,2021,182,0240,2021-07-01 02:40:00,73.47,2.584,2.901,3.214,14.85,73.52,1003,0.0,0.0,4.639,3.271,292.08125525095755,-87.3,0,0,0,0,0,0,0,
21275,2021,182,0250,2021-07-01 02:50:00,71.4,3.454,3.842,4.242,14.74,73.41,1003,0.0,0.0,4.442,3.15,292.35093032026447,-86.5,0,0,0,0,0,0,0,
21276,2021,182,0300,2021-07-01 03:00:00,70.28,3.636,3.966,4.312,14.62,73.23,1003,0.0,0.0,5.022,3.644,293.85093032026447,-85.0,0,0,0,0,0,0,0,
21277,2021,182,0310,2021-07-01 03:10:00,71.17,3.202,3.564,3.928,14.53,72.84,1003,0.0,0.0,6.139,4.887,294.9211615771718,-83.4,0,0,0,0,0,0,0,
21278,2021,182,0320,2021-07-01 03:20:00,71.32,3.377,3.739,4.096,14.49,71.99,1003,0.0,0.0,7.763,6.436,293.09194863266845,-84.7,0,0,0,0,0,0,0,
21279,2021,182,0330,2021-07-01 03:30:00,72.5,3.035,3.378,3.717,14.4,71.38,1003,0.0,0.0,10.65,9.36,292.46329109788076,-84.8,0,0,0,0,0,0,0,
21280,2021,182,0340,2021-07-01 03:40:00,75.0,3.337,3.686,4.049,14.33,70.53,1003,0.0,0.0,14.97,13.75,296.26329109788077,-81.0,0,0,0,0,0,0,0,
21281,2021,182,0350,2021-07-01 03:50:00,73.47,3.486,3.89,4.293,14.34,69.78,1003,0.0,0.0,24.26,20.48,300.34329109788075,-76.92,0,0,0,0,0,0,0,
21282,2021,182,0400,2021-07-01 04:00:00,78.08,3.497,3.873,4.258,14.4,69.29,1003,0.0,0.0,37.33,29.46,308.9511615771718,-69.37,0,0,0,0,0,0,0,
21283,2021,182,0410,2021-07-01 04:10:00,76.65,4.01,4.421,4.797,14.4,68.98,1003,0.0,0.0,56.6,40.89,316.9709303202645,-61.88,0,0,0,0,0,0,0,
21284,2021,182,0420,2021-07-01 04:20:00,77.18,3.657,4.114,4.563,14.4,68.74,1003,0.0,0.0,74.86,48.71,312.52213675839715,-67.39,0,0,0,0,0,0,0,
21285,2021,182,0430,2021-07-01 04:30:00,74.06,4.023,4.392,4.778,14.4,68.46,1003,0.0,0.0,83.9,49.74,300.0435752318655,-80.4,0,0,0,0,0,0,0,
21286,2021,182,0440,2021-07-01 04:40:00,71.37,3.504,3.87,4.229,14.4,68.26,1003,0.0,0.0,94.3,54.65,295.7435752318655,-84.7,0,0,0,0,0,0,0,
21287,2021,182,0450,2021-07-01 04:50:00,70.34,4.216,4.631,5.057,14.34,67.88,1003,0.0,0.0,67.58,55.56,300.1321367583971,-79.78,0,0,0,0,0,0,0,
21288,2021,182,0500,2021-07-01 05:00:00,72.99,4.372,4.818,5.258,14.33,67.42,1003,0.0,0.0,92.0,66.39,303.38125525095757,-76.0,0,0,0,0,0,0,0,
21289,2021,182,0510,2021-07-01 05:10:00,72.71,3.987,4.374,4.745,14.46,66.14,1003,0.0,0.0,182.8,89.7,307.4155710607819,-73.56,0,0,0,0,0,0,0,
21290,2021,182,0520,2021-07-01 05:20:00,73.18,3.25,3.609,3.982,14.77,63.76,1003,0.0,0.0,214.5,97.3,307.3651805554747,-77.35,0,0,0,0,0,0,0,
21291,2021,182,0530,2021-07-01 05:30:00,69.37,2.763,3.092,3.437,14.96,61.79,1003,0.0,0.0,221.1,89.4,299.1262696689702,-87.2,0,0,0,0,0,0,0,
