Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
30186,2021,244,0000,2021-09-01 00:00:00,38.8,1.467,1.642,1.823,14.82,69.96,1014,0,0,3.437,2.229,291.26,-86,0,0,0,0,0,0,0,
30187,2021,244,0010,2021-09-01 00:10:00,43.94,1.772,1.924,2.088,14.7,69.95,1014,0,0,3.438,2.256,291.76,-85.5,0,0,0,0,0,0,0,
30188,2021,244,0020,2021-09-01 00:20:00,44.26,1.373,1.527,1.683,14.8,68.92,1014,0,0,3.498,2.087,291.86,-85.4,0,0,0,0,0,0,0,
30189,2021,244,0030,2021-09-01 00:30:00,36.55,1.101,1.242,1.391,14.84,68.45,1014,0,0,3.971,2.725,291.34,-85.4,0,0,0,0,0,0,0,
30190,2021,244,0040,2021-09-01 00:40:00,175.8,1.068,1.242,1.404,15.05,67.42,1014,0,0,4.108,2.803,291.61,-84.6,0,0,0,0,0,0,0,
30191,2021,244,0050,2021-09-01 00:50:00,82.8,1.113,1.268,1.424,15.09,67.18,1014,0,0,3.361,2.086,290.81,-85.4,0,0,0,0,0,0,0,
30192,2021,244,0100,2021-09-01 01:00:00,116.8,0.841,0.968,1.112,14.85,68.67,1014,0,0,3.992,2.753,289.61,-86.6,0,0,0,0,0,0,0,
30193,2021,244,0110,2021-09-01 01:10:00,171,0.85,1.007,1.153,14.59,70.34,1014,0,0,4.706,3.397,287.53,-87.1,0,0,0,0,0,0,0,
30194,2021,244,0120,2021-09-01 01:20:00,63.28,1.163,1.332,1.501,14.61,70.6,1014,0,0,3.431,2.142,284.8,-89.3,0,0,0,0,0,0,0,
30195,2021,244,0130,2021-09-01 01:30:00,172.1,0.571,0.701,0.831,14.43,71.59,1014,0,0,4.349,3.057,284.48,-89.1,0,0,0,0,0,0,0,
30196,2021,244,0140,2021-09-01 01:40:00,90.9,1.035,1.19,1.346,14.19,72.85,1014,0,0,4.324,3.078,283.81,-88.2,0,0,0,0,0,0,0,
30197,2021,244,0150,2021-09-01 01:50:00,60.92,0.763,0.888,1.013,13.81,75.09,1015,0,0,4.753,3.316,282.56,-88.4,0,0,0,0,0,0,0,
30198,2021,244,0200,2021-09-01 02:00:00,55.5,0.942,1.081,1.224,13.45,76.25,1014,0,0,4.598,3.259,282.5,-86.9,0,0,0,0,0,0,0,
30199,2021,244,0210,2021-09-01 02:10:00,39.21,1.224,1.362,1.487,13.5,75.67,1015,0,0,3.659,2.378,281.76,-86.6,0,0,0,0,0,0,0,
30200,2021,244,0220,2021-09-01 02:20:00,38.24,0.845,0.962,1.065,13.46,75.72,1015,0,0,4.503,3.121,282.24,-85.6,0,0,0,0,0,0,0,
30201,2021,244,0230,2021-09-01 02:30:00,64.99,1.12,1.28,1.445,13.46,76,1015,0,0,3.927,2.545,282.02,-85.3,0,0,0,0,0,0,0,
30202,2021,244,0240,2021-09-01 02:40:00,71.49,1.221,1.402,1.571,13.23,77.15,1015,0,0,4.218,2.969,281.29,-85,0,0,0,0,0,0,0,
30203,2021,244,0250,2021-09-01 02:50:00,69.87,1.268,1.437,1.609,13.15,77.31,1015,0,0,3.945,2.61,281.27,-84.5,0,0,0,0,0,0,0,
30204,2021,244,0300,2021-09-01 03:00:00,70.6,1.398,1.578,1.773,13.14,76.79,1015,0,0,3.452,2.144,281.07,-84.7,0,0,0,0,0,0,0,
30205,2021,244,0310,2021-09-01 03:10:00,68.35,1.432,1.599,1.767,13.27,75.91,1015,0,0,3.486,2.176,280.47,-85.3,0,0,0,0,0,0,0,
30206,2021,244,0320,2021-09-01 03:20:00,60.89,0.964,1.136,1.317,13.34,75.26,1015,0,0,3.691,2.381,280.17,-85.6,0,0,0,0,0,0,0,
30207,2021,244,0330,2021-09-01 03:30:00,71.1,0.91,1.05,1.191,13.29,74.93,1015,0,0,4.401,3.095,278.76,-86.5,0,0,0,0,0,0,0,
30208,2021,244,0340,2021-09-01 03:40:00,65.23,1.002,1.147,1.287,13.13,75.46,1015,0,0,4.283,2.892,277.43,-86.8,0,0,0,0,0,0,0,
30209,2021,244,0350,2021-09-01 03:50:00,71.19,1.098,1.258,1.412,12.97,75.85,1015,0,0,4.029,2.641,277.11,-86.6,0,0,0,0,0,0,0,
30210,2021,244,0400,2021-09-01 04:00:00,79.15,1.583,1.712,1.838,12.63,77.12,1015,0,0,4.121,2.779,277.3,-85.9,0,0,0,0,0,0,0,
30211,2021,244,0410,2021-09-01 04:10:00,84.4,1.902,2.039,2.183,12.55,77.09,1015,0,0,3.548,2.221,276.58,-86.1,0,0,0,0,0,0,0,
30212,2021,244,0420,2021-09-01 04:20:00,79.18,2.048,2.225,2.426,12.66,75.93,1015,0,0,3.077,1.797,276.91,-86.8,0,0,0,0,0,0,0,
30213,2021,244,0430,2021-09-01 04:30:00,75.17,1.915,2.088,2.266,12.6,75.71,1015,0,0,3.463,2.152,277.33,-86.9,0,0,0,0,0,0,0,
30214,2021,244,0440,2021-09-01 04:40:00,80.8,1.782,1.976,2.173,12.67,74.85,1015,0,0,3.522,2.172,277.93,-86.3,0,0,0,0,0,0,0,
30215,2021,244,0450,2021-09-01 04:50:00,87.4,1.628,1.796,1.957,12.86,73.13,1015,0,0,3.65,2.373,278.84,-85.9,0,0,0,0,0,0,0,
30216,2021,244,0500,2021-09-01 05:00:00,87.9,1.541,1.699,1.859,12.81,72.73,1015,0,0,4.713,3.408,279.26,-86,0,0,0,0,0,0,0,
30217,2021,244,0510,2021-09-01 05:10:00,89,1.748,1.889,2.033,12.79,72.77,1015,0,0,8.1,6.595,279.56,-85.7,0,0,0,0,0,0,0,
30218,2021,244,0520,2021-09-01 05:20:00,88.5,1.54,1.675,1.806,12.64,73.44,1015,0,0,9.78,8.33,280.26,-85,0,0,0,0,0,0,0,
30219,2021,244,0530,2021-09-01 05:30:00,82.8,1.679,1.832,1.981,12.46,74.47,1015,0,0,14.49,12.61,280.03,-84.2,0,0,0,0,0,0,0,
30220,2021,244,0540,2021-09-01 05:40:00,72.92,1.321,1.495,1.682,12.5,74.28,1015,0,0,26.02,21.01,289.11,-75.63,0,0,0,0,0,0,0,
30221,2021,244,0550,2021-09-01 05:50:00,81.4,1.059,1.223,1.382,12.37,75.4,1015,0,0,31.03,23.93,284.78,-79.96,0,0,0,0,0,0,0,
30222,2021,244,0600,2021-09-01 06:00:00,84,1.424,1.55,1.678,12.22,76.08,1015,0,0,37.03,28.32,289.52,-75.22,0,0,0,0,0,0,0,
30223,2021,244,0610,2021-09-01 06:10:00,87.1,1.539,1.693,1.849,12.28,75.64,1015,0,0,37.35,30.33,328.58,-37.19,0,0,0,0,0,0,0,
30224,2021,244,0620,2021-09-01 06:20:00,88.8,1.388,1.528,1.67,12.61,74.02,1015,0,0,35.84,33.42,335.72,-31.6,0,0,0,0,0,0,0,
30225,2021,244,0630,2021-09-01 06:30:00,83.6,1.318,1.477,1.632,12.88,72.95,1015,0,0,55.97,44.64,288.72,-79.64,0,0,0,0,0,0,0,
30226,2021,244,0640,2021-09-01 06:40:00,92.1,1.465,1.636,1.796,12.93,72.59,1015,0,0,49.56,44.88,289.27,-79.61,0,0,0,0,0,0,0,
30227,2021,244,0650,2021-09-01 06:50:00,94.8,1.607,1.769,1.932,12.95,72.26,1015,0,0,40.76,38.04,314.68,-54.72,0,0,0,0,0,0,0,
30228,2021,244,0700,2021-09-01 07:00:00,75.45,1.806,2.016,2.236,13.25,70.8,1015,0,0,62.25,59.13,316.19,-54.25,0,0,0,0,0,0,0,
30229,2021,244,0710,2021-09-01 07:10:00,83,1.556,1.757,1.959,13.36,70.65,1015,0,0,105.7,94.6,301.24,-70.77,0,0,0,0,0,0,0,
30230,2021,244,0720,2021-09-01 07:20:00,81.3,2.208,2.396,2.589,13.43,70.06,1015,0,0,119.8,111.1,304.6,-68.98,0,0,0,0,0,0,0,
30231,2021,244,0730,2021-09-01 07:30:00,83.1,1.682,1.873,2.064,13.53,69.82,1015,0,0,134.1,127,314.79,-59.84,0,0,0,0,0,0,0,
30232,2021,244,0740,2021-09-01 07:40:00,80.7,1.857,2.045,2.225,13.6,69.29,1015,0,0,119.2,116.5,311.93,-63.22,0,0,0,0,0,0,0,
30233,2021,244,0750,2021-09-01 07:50:00,75.89,1.923,2.108,2.295,13.73,68.53,1015,0.07,0,169.2,160.3,316.76,-59.45,0,0,0,0,0,0,0,
30234,2021,244,0800,2021-09-01 08:00:00,79.98,1.598,1.792,1.993,14.02,66.54,1015,0,0,192.3,174.6,329.07,-49.25,0,0,0,0,0,0,0,
30235,2021,244,0810,2021-09-01 08:10:00,76.53,2.617,2.872,3.129,14.26,62.44,1015,0,0,161.4,156.8,335.19,-45.25,0,0,0,0,0,0,0,
30236,2021,244,0820,2021-09-01 08:20:00,73.9,2.496,2.767,3.037,14.49,59.27,1015,0,0,181.4,177.3,343.55,-37.96,0,0,0,0,0,0,0,
30237,2021,244,0830,2021-09-01 08:30:00,80,2.903,3.158,3.393,14.6,57.22,1015,0,0,179.7,177.1,342.06,-41.05,0,0,0,0,0,0,0,
30238,2021,244,0840,2021-09-01 08:40:00,81.7,2.613,2.891,3.173,14.73,56.42,1015,0,0,202.8,195.7,346.4,-37.78,0,0,0,0,0,0,0,
30239,2021,244,0850,2021-09-01 08:50:00,74.36,2.747,2.995,3.25,14.89,55.48,1015,0,0,207.8,195.4,329.87,-54.85,0,0,0,0,0,0,0,
30240,2021,244,0900,2021-09-01 09:00:00,83.7,2.3,2.558,2.822,15.05,53.8,1015,0,0,270.2,232.5,330.77,-55.02,0,0,0,0,0,0,0,
30241,2021,244,0910,2021-09-01 09:10:00,77.88,2.72,2.968,3.238,15.39,51.05,1015,0,0,291.1,242.1,337.75,-50.73,0,0,0,0,0,0,0,
30242,2021,244,0920,2021-09-01 09:20:00,81.9,2.54,2.827,3.129,15.6,49.09,1016,0,0,246.5,232.3,340,-49.56,0,0,0,0,0,0,0,
30243,2021,244,0930,2021-09-01 09:30:00,87.5,2.698,2.973,3.25,15.7,47.27,1016,0,0,276.7,253,342.31,-48.34,0,0,0,0,0,0,0,
30244,2021,244,0940,2021-09-01 09:40:00,87.1,2.54,2.789,3.033,15.77,46.64,1016,0,0,283.2,263.9,346.03,-45.7,0,0,0,0,0,0,0,
30245,2021,244,0950,2021-09-01 09:50:00,86.4,1.94,2.172,2.407,15.86,46.05,1016,0,0,294.3,273.4,339.07,-53.21,0,0,0,0,0,0,0,
30246,2021,244,1000,2021-09-01 10:00:00,77.35,1.818,2.033,2.249,16.15,45.64,1016,0,0,412.9,296.6,339.85,-55.15,0,0,0,0,0,0,0,
30247,2021,244,1010,2021-09-01 10:10:00,83.1,2.388,2.598,2.814,16.43,43.46,1016,0,0,393.3,268.9,323.58,-74.17,0,0,0,0,0,0,0,
30248,2021,244,1020,2021-09-01 10:20:00,77.07,1.874,2.074,2.275,16.56,42.56,1016,0,0,617.7,224.6,310.5,-90,0,0,0,0,0,0,0,
30249,2021,244,1030,2021-09-01 10:30:00,73.53,2.305,2.546,2.784,16.98,41.91,1016,0,0,520.3,313.3,336.15,-67.68,0,0,0,0,0,0,0,
30250,2021,244,1040,2021-09-01 10:40:00,96.1,2.071,2.266,2.465,16.87,42.2,1016,0,0,397.6,343,339.77,-63.5,0,0,0,0,0,0,0,
30251,2021,244,1050,2021-09-01 10:50:00,76.99,1.612,1.814,2.019,17,43.12,1016,0,0,405,341,338.97,-64.3,0,0,0,0,0,0,0,
30252,2021,244,1100,2021-09-01 11:00:00,109.2,1.574,1.763,1.948,17.26,43.05,1016,0,0,456.8,311.9,332.9,-72.04,0,0,0,0,0,0,0,
30253,2021,244,1110,2021-09-01 11:10:00,106.9,1.514,1.737,1.958,17.51,43.3,1016,0,0,430.5,321.8,333.74,-72.32,0,0,0,0,0,0,0,
30254,2021,244,1120,2021-09-01 11:20:00,94.4,1.498,1.664,1.827,17.84,42.59,1015,0,0,509.5,304.6,326.89,-81.4,0,0,0,0,0,0,0,
30255,2021,244,1130,2021-09-01 11:30:00,87.2,1.399,1.573,1.759,18.05,41.93,1015,0,0,675.3,309.9,329.3,-83.5,0,0,0,0,0,0,0,
30256,2021,244,1140,2021-09-01 11:40:00,206.1,1.708,1.942,2.161,18.28,41.59,1015,0,0,587.1,382.5,339.1,-77.1,0,0,0,0,0,0,0,
30257,2021,244,1150,2021-09-01 11:50:00,239.2,1.522,1.724,1.927,18.75,41.17,1015,0,0,576.6,375.4,341.18,-78.44,0,0,0,0,0,0,0,
30258,2021,244,1200,2021-09-01 12:00:00,317.4,2.408,2.598,2.781,18.4,41.65,1015,0,0,435.5,323.1,322.31,-95.6,0,0,0,0,0,0,0,
30259,2021,244,1210,2021-09-01 12:10:00,294.4,1.956,2.125,2.294,18.2,42.59,1015,0,0,365.1,322.4,329.93,-85.7,0,0,0,0,0,0,0,
30260,2021,244,1220,2021-09-01 12:20:00,300.1,1.73,1.885,2.036,18.4,42.42,1015,0,0,393.3,366.8,344.05,-71.58,0,0,0,0,0,0,0,
30261,2021,244,1230,2021-09-01 12:30:00,282.4,1.165,1.318,1.472,18.53,42.58,1015,0,0,510.6,349.7,343.45,-74.46,0,0,0,0,0,0,0,
30262,2021,244,1240,2021-09-01 12:40:00,269.6,1.751,1.899,2.049,18.75,43.1,1015,0,0,488.9,313.4,334.87,-85.9,0,0,0,0,0,0,0,
