Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
60372,2021,244,0000,2021-09-01 00:00:00,46.75,1.35,1.535,1.728,14.79,70.09,1014,0,0,3.459,2.283,291.36,-85.9,0,0,0,0,0,0,0,
60373,2021,244,0005,2021-09-01 00:05:00,53.85,1.592,1.74,1.895,14.7,70.21,1014,0,0,3.482,2.308,291.56,-85.7,0,0,0,0,0,0,0,
60374,2021,244,0010,2021-09-01 00:10:00,34.03,1.952,2.108,2.282,14.7,69.69,1014,0,0,3.394,2.204,291.96,-85.3,0,0,0,0,0,0,0,
60375,2021,244,0015,2021-09-01 00:15:00,37.57,1.617,1.782,1.947,14.79,69.01,1014,0,0,3.425,2.027,292.06,-85.2,0,0,0,0,0,0,0,
60376,2021,244,0020,2021-09-01 00:20:00,50.95,1.128,1.273,1.42,14.8,68.82,1014,0,0,3.571,2.147,291.76,-85.5,0,0,0,0,0,0,0,
60377,2021,244,0025,2021-09-01 00:25:00,33.05,1.078,1.22,1.377,14.8,68.73,1014,0,0,3.888,2.65,291.76,-85.5,0,0,0,0,0,0,0,
60378,2021,244,0030,2021-09-01 00:30:00,40.05,1.123,1.263,1.405,14.89,68.17,1014,0,0,4.055,2.8,291.44,-85.3,0,0,0,0,0,0,0,
60379,2021,244,0035,2021-09-01 00:35:00,171.4,1.053,1.223,1.382,15,67.66,1014,0,0,3.964,2.754,291.51,-84.7,0,0,0,0,0,0,0,
60380,2021,244,0040,2021-09-01 00:40:00,180.3,1.083,1.26,1.427,15.1,67.19,1014,0,0,4.253,2.852,291.71,-84.5,0,0,0,0,0,0,0,
60381,2021,244,0045,2021-09-01 00:45:00,89.9,1.22,1.373,1.525,15.1,67.12,1014,0,0,3.634,2.269,291.21,-85,0,0,0,0,0,0,0,
60382,2021,244,0050,2021-09-01 00:50:00,75.6,1.005,1.163,1.323,15.09,67.25,1014,0,0,3.089,1.902,290.31,-85.9,0,0,0,0,0,0,0,
60383,2021,244,0055,2021-09-01 00:55:00,95.9,0.863,0.993,1.148,14.94,68.1,1014,0,0,3.586,2.375,289.61,-86.6,0,0,0,0,0,0,0,
60384,2021,244,0100,2021-09-01 01:00:00,137.7,0.818,0.942,1.075,14.75,69.25,1014,0,0,4.399,3.132,289.08,-86.6,0,0,0,0,0,0,0,
60385,2021,244,0105,2021-09-01 01:05:00,185.8,0.812,0.958,1.088,14.61,70.16,1014,0,0,4.819,3.542,288.13,-86.5,0,0,0,0,0,0,0,
60386,2021,244,0110,2021-09-01 01:10:00,156.1,0.888,1.055,1.218,14.58,70.52,1014,0,0,4.593,3.251,286.4,-87.7,0,0,0,0,0,0,0,
60387,2021,244,0115,2021-09-01 01:15:00,74.72,1.305,1.485,1.668,14.6,70.57,1014,0,0,3.621,2.297,285.1,-89,0,0,0,0,0,0,0,
60388,2021,244,0120,2021-09-01 01:20:00,51.83,1.022,1.178,1.333,14.62,70.62,1014,0,0,3.24,1.988,284.5,-89.6,0,0,0,0,0,0,0,
60389,2021,244,0125,2021-09-01 01:25:00,126.1,0.473,0.603,0.74,14.53,71.14,1014,0,0,4.158,2.876,284.7,-89.4,0,0,0,0,0,0,0,
60390,2021,244,0130,2021-09-01 01:30:00,218.2,0.668,0.798,0.922,14.33,72.05,1014,0,0,4.541,3.238,284.68,-88.9,0,0,0,0,0,0,0,
60391,2021,244,0135,2021-09-01 01:35:00,127.7,1.032,1.188,1.337,14.2,72.66,1014,0,0,4.765,3.542,284.63,-87.9,0,0,0,0,0,0,0,
60392,2021,244,0140,2021-09-01 01:40:00,54.1,1.038,1.192,1.355,14.19,73.05,1014,0,0,3.882,2.615,283.61,-88.4,0,0,0,0,0,0,0,
60393,2021,244,0145,2021-09-01 01:45:00,55.33,0.752,0.897,1.04,13.96,74.58,1015,0,0,4.491,2.996,282.78,-88.7,0,0,0,0,0,0,0,
60394,2021,244,0150,2021-09-01 01:50:00,66.5,0.775,0.88,0.987,13.67,75.59,1015,0,0,5.016,3.637,282.34,-88.1,0,0,0,0,0,0,0,
60395,2021,244,0155,2021-09-01 01:55:00,63.45,0.943,1.073,1.22,13.49,76.43,1014,0,0,4.818,3.446,282.1,-87.3,0,0,0,0,0,0,0,
60396,2021,244,0200,2021-09-01 02:00:00,47.55,0.94,1.088,1.228,13.41,76.07,1015,0,0,4.378,3.073,282.38,-86.5,0,0,0,0,0,0,0,
60397,2021,244,0205,2021-09-01 02:05:00,36.87,1.24,1.382,1.508,13.5,75.79,1015,0,0,4.02,2.722,281.86,-86.5,0,0,0,0,0,0,0,
60398,2021,244,0210,2021-09-01 02:10:00,41.55,1.208,1.342,1.467,13.5,75.56,1015,0,0,3.297,2.034,282.28,-86.6,0,0,0,0,0,0,0,
60399,2021,244,0215,2021-09-01 02:15:00,28.33,0.86,0.975,1.07,13.4,75.78,1015,0,0,4.329,2.939,282.36,-86,0,0,0,0,0,0,0,
60400,2021,244,0220,2021-09-01 02:20:00,48.15,0.83,0.948,1.06,13.52,75.66,1015,0,0,4.677,3.302,282.12,-85.2,0,0,0,0,0,0,0,
60401,2021,244,0225,2021-09-01 02:25:00,58.4,1.18,1.355,1.533,13.5,75.8,1015,0,0,3.983,2.557,282.22,-85.1,0,0,0,0,0,0,0,
60402,2021,244,0230,2021-09-01 02:30:00,71.58,1.06,1.205,1.357,13.43,76.21,1015,0,0,3.871,2.532,281.82,-85.5,0,0,0,0,0,0,0,
60403,2021,244,0235,2021-09-01 02:35:00,72.18,1.228,1.398,1.555,13.27,76.93,1015,0,0,4.372,3.088,281.09,-85.2,0,0,0,0,0,0,0,
60404,2021,244,0240,2021-09-01 02:40:00,70.8,1.213,1.405,1.587,13.2,77.38,1015,0,0,4.064,2.85,281.39,-84.9,0,0,0,0,0,0,0,
60405,2021,244,0245,2021-09-01 02:45:00,70.33,1.178,1.342,1.51,13.2,77.37,1015,0,0,4.223,2.891,281.17,-84.6,0,0,0,0,0,0,0,
60406,2021,244,0250,2021-09-01 02:50:00,69.4,1.358,1.532,1.708,13.11,77.27,1015,0,0,3.667,2.328,281.27,-84.5,0,0,0,0,0,0,0,
60407,2021,244,0255,2021-09-01 02:55:00,69.28,1.267,1.452,1.658,13.14,76.93,1015,0,0,3.351,1.984,280.97,-84.8,0,0,0,0,0,0,0,
60408,2021,244,0300,2021-09-01 03:00:00,71.92,1.53,1.705,1.888,13.13,76.65,1015,0,0,3.554,2.305,281.07,-84.7,0,0,0,0,0,0,0,
60409,2021,244,0305,2021-09-01 03:05:00,66.88,1.592,1.758,1.927,13.24,76.19,1015,0,0,3.334,2.106,280.77,-85,0,0,0,0,0,0,0,
60410,2021,244,0310,2021-09-01 03:10:00,69.82,1.272,1.44,1.607,13.3,75.63,1015,0,0,3.638,2.247,280.27,-85.5,0,0,0,0,0,0,0,
60411,2021,244,0315,2021-09-01 03:15:00,65.77,1.047,1.225,1.413,13.3,75.54,1015,0,0,3.865,2.511,280.47,-85.3,0,0,0,0,0,0,0,
60412,2021,244,0320,2021-09-01 03:20:00,56.02,0.882,1.047,1.222,13.37,74.97,1015,0,0,3.516,2.251,279.87,-85.9,0,0,0,0,0,0,0,
60413,2021,244,0325,2021-09-01 03:25:00,65.28,0.932,1.102,1.258,13.33,74.84,1015,0,0,4.177,2.962,278.96,-86.3,0,0,0,0,0,0,0,
60414,2021,244,0330,2021-09-01 03:30:00,76.92,0.888,0.998,1.123,13.24,75.02,1015,0,0,4.625,3.227,278.04,-86.7,0,0,0,0,0,0,0,
60415,2021,244,0335,2021-09-01 03:35:00,68.35,1,1.117,1.222,13.19,75.27,1015,0,0,4.515,3.119,277.43,-86.8,0,0,0,0,0,0,0,
60416,2021,244,0340,2021-09-01 03:40:00,62.1,1.003,1.177,1.352,13.09,75.67,1015,0,0,4.05,2.665,277.33,-86.9,0,0,0,0,0,0,0,
60417,2021,244,0345,2021-09-01 03:45:00,66.07,0.877,1.038,1.19,13.04,75.66,1015,0,0,3.9,2.391,277.33,-86.9,0,0,0,0,0,0,0,
60418,2021,244,0350,2021-09-01 03:50:00,76.32,1.32,1.478,1.635,12.89,76.03,1015,0,0,4.159,2.891,277.31,-86.4,0,0,0,0,0,0,0,
60419,2021,244,0355,2021-09-01 03:55:00,77.97,1.613,1.742,1.858,12.73,76.73,1015,0,0,4.171,2.777,277.1,-86.1,0,0,0,0,0,0,0,
60420,2021,244,0400,2021-09-01 04:00:00,80.3,1.552,1.683,1.818,12.53,77.51,1015,0,0,4.071,2.78,277.5,-85.7,0,0,0,0,0,0,0,
60421,2021,244,0405,2021-09-01 04:05:00,83.5,1.933,2.047,2.175,12.5,77.41,1015,0,0,3.773,2.573,276.88,-85.8,0,0,0,0,0,0,0,
60422,2021,244,0410,2021-09-01 04:10:00,85.3,1.872,2.032,2.192,12.59,76.76,1015,0,0,3.324,1.869,276.7,-86.5,0,0,0,0,0,0,0,
60423,2021,244,0415,2021-09-01 04:15:00,76.53,2.183,2.382,2.615,12.63,76.16,1015,0,0,3.189,1.804,276.4,-86.8,0,0,0,0,0,0,0,
60424,2021,244,0420,2021-09-01 04:20:00,81.8,1.913,2.068,2.237,12.69,75.7,1015,0,0,2.966,1.789,276.91,-86.8,0,0,0,0,0,0,0,
60425,2021,244,0425,2021-09-01 04:25:00,76.35,2.163,2.345,2.518,12.6,75.75,1015,0,0,3.233,1.921,277.43,-86.8,0,0,0,0,0,0,0,
60426,2021,244,0430,2021-09-01 04:30:00,73.98,1.667,1.83,2.013,12.6,75.68,1015,0,0,3.692,2.383,277.23,-87,0,0,0,0,0,0,0,
60427,2021,244,0435,2021-09-01 04:35:00,79.62,1.802,2.018,2.233,12.61,75.33,1015,0,0,3.663,2.244,277.63,-86.6,0,0,0,0,0,0,0,
60428,2021,244,0440,2021-09-01 04:40:00,81.9,1.762,1.933,2.112,12.73,74.37,1015,0,0,3.381,2.1,278.23,-86,0,0,0,0,0,0,0,
60429,2021,244,0445,2021-09-01 04:45:00,87.9,1.673,1.837,2.002,12.83,73.34,1015,0,0,3.399,2.132,278.84,-85.9,0,0,0,0,0,0,0,
60430,2021,244,0450,2021-09-01 04:50:00,86.9,1.583,1.755,1.912,12.89,72.91,1015,0,0,3.901,2.615,279.26,-86,0,0,0,0,0,0,0,
60431,2021,244,0455,2021-09-01 04:55:00,87.9,1.577,1.728,1.893,12.82,72.68,1015,0,0,4.271,2.925,279.16,-86.1,0,0,0,0,0,0,0,
