Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
51444,2021,213,0000,2021-08-01 00:00:00,250.7,4.41,4.762,5.113,15.7,71.36,987,0,0,4.296,3.086,365.87,-19.38,0,0,0,0,0,0,0,
51445,2021,213,0005,2021-08-01 00:05:00,254.5,4.955,5.435,5.91,15.7,71.83,987,0,0,4.848,3.641,361.2,-23.52,0,0,0,0,0,0,0,
51446,2021,213,0010,2021-08-01 00:10:00,258,5.055,5.582,6.107,15.65,71.88,987,0,0,5.85,4.465,367.21,-16.97,0,0,0,0,0,0,0,
51447,2021,213,0015,2021-08-01 00:15:00,252.6,4.515,4.982,5.427,15.48,73.09,987,0.007,0,7.254,5.812,370.12,-11.92,0,0,0,0,0,0,0,
51448,2021,213,0020,2021-08-01 00:20:00,252.1,6.265,6.787,7.302,15.47,72.46,987,0,0,3.12,2,361.21,-20.83,0,0,0,0,0,0,0,
51449,2021,213,0025,2021-08-01 00:25:00,248.6,6.19,6.787,7.305,15.5,69.95,987,0,0,2.343,1.321,320.83,-62.28,0,0,0,0,0,0,0,
51450,2021,213,0030,2021-08-01 00:30:00,255.1,5.352,5.923,6.453,15.5,69.07,987,0,0,2.936,1.645,334.64,-49,0,0,0,0,0,0,0,
51451,2021,213,0035,2021-08-01 00:35:00,248.6,5.265,5.675,6.085,15.52,69.76,987,0,0,2.297,1.224,363.23,-20.95,0,0,0,0,0,0,0,
51452,2021,213,0040,2021-08-01 00:40:00,251.3,5.15,5.675,6.183,15.5,70.47,987,0,0,3.115,1.931,362.45,-21.73,0,0,0,0,0,0,0,
51453,2021,213,0045,2021-08-01 00:45:00,243.8,5.688,6.228,6.712,15.5,70.4,987,0,0,3.602,2.402,322.34,-61.84,0,0,0,0,0,0,0,
51454,2021,213,0050,2021-08-01 00:50:00,246.1,5.988,6.475,6.932,15.5,68.94,987,0,0,4.028,2.654,326.12,-58.06,0,0,0,0,0,0,0,
51455,2021,213,0055,2021-08-01 00:55:00,253.8,6.372,6.937,7.497,15.5,67.62,987,0,0,2.775,1.549,350.05,-34.13,0,0,0,0,0,0,0,
51456,2021,213,0100,2021-08-01 01:00:00,247.7,6.517,7.068,7.615,15.5,67.39,987,0,0,2.567,1.418,359.83,-24.35,0,0,0,0,0,0,0,
51457,2021,213,0105,2021-08-01 01:05:00,245.9,7.157,7.753,8.29,15.5,67.03,987,0,0,3.166,1.968,351.7,-33.02,0,0,0,0,0,0,0,
51458,2021,213,0110,2021-08-01 01:10:00,251.7,5.845,6.493,7.09,15.55,65.82,987,0,0,3.633,2.28,343.59,-41.13,0,0,0,0,0,0,0,
51459,2021,213,0115,2021-08-01 01:15:00,249.3,7.343,7.932,8.47,15.6,65.71,987,0,0,3.757,2.342,338.54,-46.18,0,0,0,0,0,0,0,
51460,2021,213,0120,2021-08-01 01:20:00,252.6,5.985,6.53,7.068,15.55,65.19,987,0,0,3.604,2.373,350.6,-34.12,0,0,0,0,0,0,0,
51461,2021,213,0125,2021-08-01 01:25:00,246.4,6.995,7.535,8.1,15.59,65.49,987,0,0,3.317,2.156,350.14,-34.58,0,0,0,0,0,0,0,
51462,2021,213,0130,2021-08-01 01:30:00,254.1,6.272,6.862,7.53,15.57,65.23,987,0,0,3.505,2.194,349.41,-35.31,0,0,0,0,0,0,0,
51463,2021,213,0135,2021-08-01 01:35:00,258.8,7.21,7.937,8.61,15.55,64.21,987,0,0,3.452,2.205,347.85,-36.87,0,0,0,0,0,0,0,
51464,2021,213,0140,2021-08-01 01:40:00,255.2,5.277,5.833,6.453,15.6,64.65,987,0,0,3.886,2.692,329.13,-55.59,0,0,0,0,0,0,0,
51465,2021,213,0145,2021-08-01 01:45:00,248.1,6.028,6.562,7.093,15.51,65.96,987,0,0,4.122,2.961,333.16,-51.02,0,0,0,0,0,0,0,
51466,2021,213,0150,2021-08-01 01:50:00,252.7,5.963,6.497,6.992,15.45,66.34,987,0,0,3.711,2.459,340.66,-43.52,0,0,0,0,0,0,0,
51467,2021,213,0155,2021-08-01 01:55:00,245.4,6.683,7.293,7.847,15.49,67.57,987,0,0,3.639,2.275,346.81,-37.37,0,0,0,0,0,0,0,
51468,2021,213,0200,2021-08-01 02:00:00,246.8,6.663,7.262,7.82,15.47,68.72,987,0,0,3.687,2.524,334.96,-48.68,0,0,0,0,0,0,0,
