Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
69011,2021,274,0000,2021-10-01 00:00:00,228.2,3.505,3.905,4.283,11.4,80.3,1004,0,0,4.021,2.68,301.28,-59.36,0,0,0,0,0,0,0,
69012,2021,274,0005,2021-10-01 00:05:00,233.7,4.078,4.475,4.92,11.4,79.88,1004,0,0,3.315,2.039,325.48,-35.67,0,0,0,0,0,0,0,
69013,2021,274,0010,2021-10-01 00:10:00,229.7,3.633,3.962,4.303,11.52,79.13,1004,0,0,3.109,1.682,325.17,-36.49,0,0,0,0,0,0,0,
69014,2021,274,0015,2021-10-01 00:15:00,226.6,3.173,3.562,3.938,11.6,79.32,1004,0,0,3.457,2.107,321.26,-40.91,0,0,0,0,0,0,0,
69015,2021,274,0020,2021-10-01 00:20:00,230.2,4.215,4.707,5.19,11.63,78.67,1004,0,0,3.258,1.954,318.19,-44.49,0,0,0,0,0,0,0,
69016,2021,274,0025,2021-10-01 00:25:00,223.2,3.61,4.032,4.438,11.72,78.45,1004,0,0,3.653,2.422,295.17,-68.03,0,0,0,0,0,0,0,
69017,2021,274,0030,2021-10-01 00:30:00,221.1,3.7,4.16,4.58,11.73,78.32,1004,0,0,3.451,2.161,320.43,-42.77,0,0,0,0,0,0,0,
69018,2021,274,0035,2021-10-01 00:35:00,228.1,3.963,4.403,4.858,11.87,78.34,1004,0,0,2.586,1.41,343.83,-19.88,0,0,0,0,0,0,0,
69019,2021,274,0040,2021-10-01 00:40:00,223.5,3.415,3.897,4.342,11.97,78.86,1004,0,0,2.668,1.468,347.21,-17.53,0,0,0,0,0,0,0,
69020,2021,274,0045,2021-10-01 00:45:00,228.6,3.935,4.377,4.818,12,79.82,1004,0,0,3.532,2.157,312.6,-52.14,0,0,0,0,0,0,0,
69021,2021,274,0050,2021-10-01 00:50:00,228,2.763,3.173,3.565,11.97,80.2,1004,0,0,4.43,3.189,296.21,-68.53,0,0,0,0,0,0,0,
69022,2021,274,0055,2021-10-01 00:55:00,216.9,3.457,3.937,4.433,11.9,80.4,1004,0,0,4.169,2.721,322.27,-41.96,0,0,0,0,0,0,0,
69023,2021,274,0100,2021-10-01 01:00:00,222,3.803,4.228,4.655,11.9,80.5,1004,0,0,3.367,2.092,329.65,-34.58,0,0,0,0,0,0,0,
69024,2021,274,0105,2021-10-01 01:05:00,217.2,4.01,4.358,4.71,11.91,80.6,1004,0,0,3.188,1.85,349.33,-15.41,0,0,0,0,0,0,0,
69025,2021,274,0110,2021-10-01 01:10:00,219,5.048,5.55,6.073,12,80.8,1004,0,0,3.07,1.72,350.93,-14.33,0,0,0,0,0,0,0,
69026,2021,274,0115,2021-10-01 01:15:00,228.5,6.337,7.023,7.717,11.96,81.6,1004,0.825,0,4.267,3.028,353.79,-10.95,0,0,0,0,0,0,0,
69027,2021,274,0120,2021-10-01 01:20:00,231.9,4.007,4.527,5.097,11.66,83.3,1004,1.782,0,6.484,5.164,355.96,-6.213,0,0,0,0,0,0,0,
69028,2021,274,0125,2021-10-01 01:25:00,230.1,4.118,4.627,5.105,11.5,85.2,1004,0.5,0,4.973,3.468,356.54,-4.608,0,0,0,0,0,0,0,
69029,2021,274,0130,2021-10-01 01:30:00,212.1,3.062,3.363,3.66,11.4,86.5,1004,0,0,4.205,2.882,355.35,-5.29,0,0,0,0,0,0,0,
69030,2021,274,0135,2021-10-01 01:35:00,216.8,3.668,4.148,4.635,11.43,86.8,1004,0,0,3.339,2.031,352.72,-8.43,0,0,0,0,0,0,0,
69031,2021,274,0140,2021-10-01 01:40:00,219.3,4.958,5.473,6.025,11.53,86.1,1004,0,0,2.8,1.687,354.76,-6.903,0,0,0,0,0,0,0,
