Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
42516,2021,182,0000,2021-07-01 00:00:00,74.57,2.042,2.26,2.485,16.37,71.57,1004,0.0,0.0,4.223,2.909,302.46442214836213,-84.4,0,0,0,0,0,0,0,
42517,2021,182,0005,2021-07-01 00:05:00,82.3,2.122,2.35,2.577,16.3,71.98,1004,0.0,0.0,3.868,2.499,304.42626966897024,-81.9,0,0,0,0,0,0,0,
42518,2021,182,0010,2021-07-01 00:10:00,76.9,3.178,3.52,3.857,16.3,71.79,1004,0.0,0.0,3.245,2.119,307.8262696689702,-78.5,0,0,0,0,0,0,0,
42519,2021,182,0015,2021-07-01 00:15:00,94.0,2.63,2.96,3.288,16.3,71.24,1004,0.0,0.0,3.047,1.837,306.46442214836213,-80.4,0,0,0,0,0,0,0,
42520,2021,182,0020,2021-07-01 00:20:00,85.6,2.885,3.23,3.583,16.3,70.91,1004,0.0,0.0,3.358,2.084,309.4144221483621,-77.45,0,0,0,0,0,0,0,
42521,2021,182,0025,2021-07-01 00:25:00,78.8,3.795,4.073,4.355,16.3,70.45,1004,0.0,0.0,2.757,1.477,321.6344221483621,-65.23,0,0,0,0,0,0,0,
42522,2021,182,0030,2021-07-01 00:30:00,82.4,2.907,3.197,3.472,16.3,70.43,1004,0.0,0.0,2.838,1.734,327.80313666684054,-59.6,0,0,0,0,0,0,0,
42523,2021,182,0035,2021-07-01 00:35:00,83.7,2.725,3.013,3.308,16.3,70.53,1004,0.0,0.0,3.688,2.374,326.17313666684055,-61.23,0,0,0,0,0,0,0,
42524,2021,182,0040,2021-07-01 00:40:00,81.0,2.24,2.51,2.768,16.3,70.74,1004,0.0,0.0,3.752,2.387,319.3544221483621,-67.51,0,0,0,0,0,0,0,
42525,2021,182,0045,2021-07-01 00:45:00,76.6,3.052,3.323,3.607,16.3,71.06,1004,0.0,0.0,3.912,2.627,312.5044221483621,-74.36,0,0,0,0,0,0,0,
42526,2021,182,0050,2021-07-01 00:50:00,83.0,2.55,2.812,3.108,16.3,71.1,1004,0.0,0.0,3.666,2.483,309.20442214836214,-77.66,0,0,0,0,0,0,0,
42527,2021,182,0055,2021-07-01 00:55:00,75.25,2.713,2.973,3.238,16.27,71.21,1004,0.0,0.0,3.981,2.642,306.95442214836214,-79.91,0,0,0,0,0,0,0,
42528,2021,182,0100,2021-07-01 01:00:00,79.57,2.868,3.143,3.418,16.2,71.23,1004,0.0,0.0,3.969,2.624,302.1262696689702,-84.2,0,0,0,0,0,0,0,
42529,2021,182,0105,2021-07-01 01:05:00,79.73,3.267,3.568,3.84,16.2,71.07,1004,0.0,0.0,3.441,2.328,300.7262696689702,-85.6,0,0,0,0,0,0,0,
42530,2021,182,0110,2021-07-01 01:10:00,74.48,2.542,2.905,3.258,16.13,71.2,1004,0.0,0.0,3.915,2.726,301.2262696689702,-85.1,0,0,0,0,0,0,0,
42531,2021,182,0115,2021-07-01 01:15:00,75.28,3.072,3.383,3.668,16.1,71.33,1004,0.0,0.0,3.813,2.545,300.18867883761254,-85.6,0,0,0,0,0,0,0,
42532,2021,182,0120,2021-07-01 01:20:00,62.78,3.152,3.527,3.865,16.05,71.45,1004,0.0,0.0,3.918,2.665,300.78867883761257,-85.0,0,0,0,0,0,0,0,
42533,2021,182,0125,2021-07-01 01:25:00,59.82,3.133,3.497,3.863,15.97,71.76,1004,0.0,0.0,3.587,2.307,302.18867883761254,-83.6,0,0,0,0,0,0,0,
42534,2021,182,0130,2021-07-01 01:30:00,62.62,2.808,3.12,3.448,15.89,72.07,1004,0.0,0.0,4.043,2.827,299.35164926337404,-85.9,0,0,0,0,0,0,0,
42535,2021,182,0135,2021-07-01 01:35:00,61.05,2.483,2.873,3.267,15.79,72.31,1004,0.0,0.0,4.357,3.041,297.6151805554747,-87.1,0,0,0,0,0,0,0,
42536,2021,182,0140,2021-07-01 01:40:00,61.43,2.787,3.14,3.497,15.7,72.3,1003,0.0,0.0,4.276,3.013,297.5792723232713,-86.6,0,0,0,0,0,0,0,
42537,2021,182,0145,2021-07-01 01:45:00,68.38,2.635,3.01,3.387,15.61,72.39,1003,0.0,0.0,4.313,3.032,297.04392417625684,-86.6,0,0,0,0,0,0,0,
42538,2021,182,0150,2021-07-01 01:50:00,74.85,2.868,3.27,3.662,15.51,72.45,1003,0.0,0.0,4.099,2.761,296.50913572405943,-86.6,0,0,0,0,0,0,0,
42539,2021,182,0155,2021-07-01 01:55:00,68.15,2.973,3.298,3.608,15.49,72.48,1003,0.0,0.0,3.941,2.66,295.4749065764445,-87.1,0,0,0,0,0,0,0,
42540,2021,182,0200,2021-07-01 02:00:00,66.98,3.103,3.413,3.727,15.4,72.52,1003,0.0,0.0,3.842,2.589,295.1749065764444,-87.4,0,0,0,0,0,0,0,
42541,2021,182,0205,2021-07-01 02:05:00,67.37,2.877,3.223,3.572,15.31,72.55,1003,0.0,0.0,3.741,2.574,294.64123634331236,-87.4,0,0,0,0,0,0,0,
42542,2021,182,0210,2021-07-01 02:10:00,62.33,2.67,3.035,3.397,15.27,72.69,1003,0.0,0.0,4.183,2.851,294.1081246347003,-87.4,0,0,0,0,0,0,0,
42543,2021,182,0215,2021-07-01 02:15:00,62.28,3.143,3.508,3.847,15.2,72.82,1003,0.0,0.0,4.03,2.783,293.57557106078184,-87.4,0,0,0,0,0,0,0,
42544,2021,182,0220,2021-07-01 02:20:00,67.13,3.205,3.593,3.947,15.11,72.92,1003,0.0,0.0,3.999,2.665,293.57557106078184,-87.4,0,0,0,0,0,0,0,
42545,2021,182,0225,2021-07-01 02:25:00,70.75,4.188,4.562,4.935,15.03,73.11,1003,0.0,0.0,3.9,2.478,292.84357523186554,-87.6,0,0,0,0,0,0,0,
42546,2021,182,0230,2021-07-01 02:30:00,70.23,2.877,3.295,3.678,14.97,73.28,1003,0.0,0.0,4.21,2.93,292.84357523186554,-87.6,0,0,0,0,0,0,0,
42547,2021,182,0235,2021-07-01 02:35:00,71.95,2.798,3.118,3.452,14.9,73.46,1003,0.0,0.0,4.547,3.166,292.41213675839714,-87.5,0,0,0,0,0,0,0,
